id,id_poligon,se_inunda_,con_que_fr,provinicia,departamen,localidad,distancia_cuerpo_agua,distancia_curso_agua,microbasurales_cercanos,se_inunda_binaria,frecuencia_num,frecuencia_codificada_Alta,frecuencia_codificada_Baja,frecuencia_codificada_Media,frecuencia_codificada_Otro
1021,19113.0,1,SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,San Miguel,Bella Vista,12195.133084435378,116.26173685053335,2,1,1,False,True,False,False
1022,15415.0,1,OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Moreno,La Reja,18670.95591485556,2823.844193890159,2,1,2,False,False,True,False
1023,23908.0,2,OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Lomas de Zamora,Villa Fiorito,12980.170440622396,275.4220849412941,9,2,2,False,False,True,False
1024,20411.0,1,SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Tigre,Benavídez,348.77098552328107,173.05654803159368,1,1,1,False,True,False,False
1025,23902.0,2,SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Buenos Aires,Lomas de Zamora,Villa Lamadrid,14650.931074475824,162.60975871978076,4,2,1,False,True,False,False
1026,21827.0,2,OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Quilmes,Bernal Oeste,2996.952305363772,38.61773426685846,6,2,2,False,False,True,False
1027,21879.0,2,CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,Almirante Brown,Rafael Calzada,8880.438820465348,816.5957320036525,4,2,3,True,False,False,False
1028,16867.0,1,CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Buenos Aires,José C. Paz,José C. Paz,14617.011433970289,1138.7159297971446,3,1,3,True,False,False,False
1029,21754.0,2,OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,Quilmes,Bernal,4319.738837705297,1646.852865190392,1,2,2,False,False,True,False
1030,23829.0,2,OCASIONALMENTE (ALGUNAS VECES POR AÑO),Buenos Aires,La Matanza,Virrey Del Pino,3821.870873890482,1024.7924894263258,3,2,2,False,False,True,False
