WKT,id,id_linea,provinicia,departamen,localidad
"MULTILINESTRING ((-57.9363277288607 -34.9485261431521,-57.9363121454567 -34.9484931549073,-57.9362995977808 -34.9484652768047,-57.9362809786488 -34.948434565356,-57.9362538594782 -34.9484004640109,-57.9362504189864 -34.948380023442,-57.9362575023518 -34.9483424310097,-57.9362690381184 -34.9483091391921,-57.9362872524867 -34.9482659306628,-57.9363095144924 -34.9482132101857,-57.9363184192947 -34.948191808303,-57.936321050259 -34.948180778491,-57.9363275264788 -34.9481551771845,-57.9363315741162 -34.9481386324666,-57.9363370384267 -34.9481181918977,-57.9363416932097 -34.948099168002,-57.9363463479927 -34.9480749833685,-57.9363538361219 -34.9480347599718,-57.9363582885231 -34.9479840633134,-57.9363609194874 -34.9479531494828,-57.9363588956687 -34.9479226404159,-57.9363566694681 -34.9478853009609,-57.9363498896755 -34.9478372858622,-57.9363491307435 -34.9478305566651,-57.9363331931712 -34.9477766218967,-57.9363170026216 -34.9477392444951,-57.9363020263632 -34.9477059526775,-57.9362826988947 -34.9476746846786,-57.9362764250567 -34.9476645655851,-57.9362586154521 -34.9476452381166,-57.9362337224821 -34.9476182201369,-57.9362255766118 -34.947609467121,-57.9362012907875 -34.9475871039244,-57.9361752594194 -34.9475627675046,-57.9361559319509 -34.9475448061136,-57.9361246133565 -34.9475160172926,-57.9361032620692 -34.9474964621444,-57.9360964822765 -34.9474904792304,-57.9360941003368 -34.9474883305041,-57.9360928346596 -34.9474871968495,-57.9360863315609 -34.9474812455576,-57.9360774773541 -34.9474733653135,-57.936069203414 -34.9474660752182,-57.9360230603478 -34.9474247893168,-57.9359803577733 -34.9473860331887,-57.9359141789019 -34.9473278736989,-57.9358611548521 -34.9472825401601,-57.935771196111 -34.9472046231404,-57.9356724337586 -34.9471266049296,-57.9356075703694 -34.9470632594044,-57.9355537367921 -34.9470013305523,-57.9354037718267 -34.9468305202544,-57.9352165685973 -34.9466155907088,-57.9351151752806 -34.9465042806805,-57.9350827941815 -34.9464686614715,-57.9350095319447 -34.9463983337718,-57.9349403173453 -34.946329726318,-57.9348172691685 -34.9462042495588,-57.9347401616762 -34.946135642105,-57.9346478755437 -34.9460741180166,-57.9344841486111 -34.9459895223951,-57.9343206240605 -34.9459336649991,-57.934169242422 -34.9458875219328,-57.9340725038883 -34.9458541289244,-57.9339065507552 -34.9457869381436,-57.9337681215564 -34.9457302712201,-57.9337076093774 -34.9457011282309,-57.9336723949321 -34.9456865567363,-57.9336284780664 -34.9456697590412,-57.9335709510199 -34.9456531637278,-57.9335214686528 -34.945646687508,-57.9334666231662 -34.945645068453,-57.9333909323469 -34.945645068453,-57.933333455896 -34.9456365684145,-57.9332767889725 -34.9456106635352,-57.9332284197056 -34.9455760562355,-57.9331887528592 -34.9455562228123,-57.9331566753328 -34.9455495442106,-57.9331174132501 -34.9455484311103,-57.9330961631538 -34.9455480263465,-57.9330810857045 -34.9455485323012,-57.9330553326116 -34.9455495442106,-57.9330123770598 -34.9455511632655,-57.932981867993 -34.9455506573108,-57.932943010674 -34.9455497465924,-57.9329097947496 -34.9455491394468,-57.9328808288446 -34.9455483299193,-57.9328393911567 -34.9455487346831,-57.9328176351058 -34.9455489370649,-57.932794335893 -34.9455491394468,-57.9327693164344 -34.9455490382559,-57.932748648186 -34.9455490382559,-57.9327202894265 -34.9455492406377,-57.9326942580585 -34.9455493418287,-57.9326671135902 -34.9455496454015,-57.9326427518727 -34.9455493418287,-57.9326156579999 -34.9455483299193,-57.9325893989523 -34.9455471156281,-57.9325674405194 -34.9455465084825,-57.9325379686597 -34.9455420560814,-57.9325117096121 -34.945538008444,-57.9325016917095 -34.94553649058,-57.9324650352934 -34.9455270545253,-57.9324514251127 -34.9455235128426,-57.932439421338 -34.9455204771145,-57.9324359176019 -34.9455195916939,-57.9324246348127 -34.9455157464383,-57.9324179056155 -34.9455133178559,-57.9324003742861 -34.9455071072623,-57.9323564194738 -34.9454918274311,-57.932326087491 -34.9454777618912,-57.9323051662653 -34.9454677945841,-57.9322972417502 -34.9454640505195,-57.9322899939495 -34.945460673272,-57.9322838718979 -34.9454584976669,-57.9322488345368 -34.9454457729069,-57.93220102182 -34.945442534797,-57.9321547016696 -34.94544205414,-57.9321372968289 -34.94544205414,-57.9320847281382 -34.9454441791497,-57.9320353975575 -34.9454463041593,-57.9319847514946 -34.945448327978,-57.9319454388164 -34.9454499470329,-57.9319224684742 -34.9454507565604,-57.9318989415819 -34.9454514395992,-57.9318789057768 -34.945451743172,-57.9318373163026 -34.9454527550814,-57.9317899225727 -34.9454523673113,-57.931656401134 -34.9454552006575,-57.9315945734727 -34.9454503434926,-57.9315328470024 -34.9454428553634,-57.9314763824607 -34.9454309148331,-57.9313523223744 -34.9453981289701,-57.9312600362417 -34.9453722240908,-57.9312086312467 -34.9453519859038,-57.9311343428785 -34.9453224211573,-57.930984479104 -34.9452627185058,-57.9309358062644 -34.9452432898463,-57.9308014247029 -34.9451920872333,-57.930743948252 -34.9451702299914,-57.930706608797 -34.9451625394804,-57.9306738229341 -34.945158491843,-57.9306364834792 -34.9451556584968,-57.9305729355721 -34.9451402774747,-57.9305222389138 -34.9451120452039,-57.9304837863586 -34.9450757176583,-57.9304020240832 -34.9450251221909,-57.9303281547008 -34.9450021518487,-57.9302504400629 -34.9449839374804,-57.9301800111723 -34.9449617766657,-57.9300138556573 -34.9449079430884,-57.9299777304936 -34.9449059192697,-57.9298890872347 -34.944905514506,-57.929868444284 -34.944905514506,-57.9297865808177 -34.9448986335224,-57.9296966220767 -34.9448917525388,-57.9295474666388 -34.9448893239564,-57.9294033707476 -34.944883657264))","11","122581",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTILINESTRING ((-57.8944827748418 -34.9409128455836,-57.8904487972093 -34.9438964070796))","12","123081",Buenos Aires,La Plata,Villa Elvira
"MULTILINESTRING ((-58.8821840293189 -34.6400757796188,-58.8821018999713 -34.639719885779,-58.8820439882518 -34.6395029800661,-58.8820492529536 -34.6394734977362,-58.8820671529396 -34.6394440154062,-58.8820871588063 -34.6394187448377,-58.8821313823012 -34.6393618860586,-58.8821461234662 -34.6393197684444,-58.8821524411083 -34.6392671214267,-58.8814048534568 -34.6351543364032,-58.8808868068025 -34.6321913622465,-58.8808825950411 -34.6321323975866,-58.8809015479675 -34.6320660623443,-58.8812195359545 -34.6313879687562))","13","130530",Buenos Aires,General Rodríguez,General Rodríguez
"MULTILINESTRING ((-57.9092257538847 -34.8528886975534,-57.9084739615118 -34.8533723579303,-57.9083199101518 -34.8534718088083,-57.9081853589639 -34.8535595595829,-57.9080937081548 -34.8536122100478,-57.9080391076728 -34.8536570604437,-57.9080118074318 -34.8537701614422,-57.9079767071219 -34.8539885633703,-57.9079260066743 -34.854312266228,-57.9078675061579 -34.8543863668822,-57.907144049771 -34.8549596719435))","14","134380",Buenos Aires,Ensenada,Ensenada
"MULTILINESTRING ((-58.7252235135236 -34.4266795402919,-58.7265918530743 -34.4276218532807))","15","124250",Buenos Aires,Escobar,Garín
"MULTILINESTRING ((-58.7315516680538 -34.3803677952269,-58.733247994715 -34.3791088405395,-58.7354662680413 -34.377434261656,-58.7369692811229 -34.3762622980795))","16","124000",Buenos Aires,Escobar,Ingeniero Maschwitz
"MULTILINESTRING ((-59.0024692923053 -34.1046583850823,-58.990804137287 -34.1078068323361))","17","131398",Buenos Aires,Zárate,Zárate
"MULTILINESTRING ((-59.0067166314325 -34.1350293282452,-59.0045146529616 -34.133830114403))","18","97630",Buenos Aires,Zárate,Zárate
"MULTILINESTRING ((-57.9291063635663 -34.8409290795821,-57.9304076020368 -34.8402978818166,-57.9318836337347 -34.8399191631572,-57.9331071863264 -34.8398608987481,-57.9339228880542 -34.8399774275664,-57.9345006767781 -34.8403464354908,-57.9346657592706 -34.8405892038622,-57.9345880733917 -34.8408611044381,-57.9344812553083 -34.8411330050141,-57.9343744372249 -34.8414340377945,-57.9343210281832 -34.8416962276356,-57.9345395197175 -34.8419244299047,-57.9348551186002 -34.8420021157835,-57.9354231965892 -34.8420943677647,-57.9359135886994 -34.8422788717269,-57.9364816666884 -34.8425701937725,-57.9370351785751 -34.8426041813445,-57.9378557356703 -34.8426236028142,-57.9390744328945 -34.8426333135491,-57.9402008781377 -34.8426673011211,-57.9408951956798 -34.8428566604507,-57.9415166827105 -34.8431674039661,-57.9420847606995 -34.8435655440951,-57.9425217437679 -34.8439199859173,-57.9430558341849 -34.8443521136183))","19","90555",Buenos Aires,Ensenada,Punta Lara
"MULTILINESTRING ((-58.9569776620048 -34.4588779082263,-58.956864932776 -34.4587239894716,-58.9567868894638 -34.4586459461594,-58.9567456999378 -34.4586004208939,-58.9566915031932 -34.4585635671076,-58.9566481457976 -34.4585223775817,-58.9566242992299 -34.4584378306601,-58.956613459881 -34.4583597873478,-58.9565939490529 -34.4582730725565,-58.9565755221598 -34.4581874417,-58.9565375844385 -34.4581018108435,-58.9564985627824 -34.4580324390104,-58.9564508696471 -34.4579543956981,-58.9563880014234 -34.4578893596046,-58.9563034545018 -34.4577809661154,-58.9562731043248 -34.4576899155844,-58.9562796079342 -34.4575771863556,-58.9563294689392 -34.4574341069499,-58.9563749942047 -34.4573387206794,-58.9564356945586 -34.4572758524556,-58.9565289129594 -34.4572173199714,-58.9566199634903 -34.4571782983153,-58.9567413641983 -34.4571436123988,-58.9568627649062 -34.4571197658311,-58.9569429760882 -34.4570568976074,-58.9569863334839 -34.4570048687325,-58.9570622089264 -34.4569311611599,-58.9571749381551 -34.4568617893268,-58.9573050103422 -34.4567902496239,-58.9573960608732 -34.4567013669627,-58.9574329146595 -34.4566298272598,-58.9574676005761 -34.456517098031,-58.9574903632088 -34.4564162920861,-58.9575066222322 -34.4563675150159,-58.9575055382973 -34.4563122343364,-58.9575033704275 -34.4561973372378,-58.9575098740369 -34.4559870538687,-58.9575510635628 -34.4557724347601,-58.9575445599534 -34.4556965593176,-58.9575207133858 -34.4555708228701,-58.9575142097764 -34.4554537579018,-58.9575293848649 -34.455341028673,-58.9575467278232 -34.4552543138816,-58.9575662386513 -34.4552109564859,-58.9576583731171 -34.4550754646244,-58.9578167811752 -34.4548820080541))","20","116755",Buenos Aires,Pilar,Pilar
"MULTILINESTRING ((-58.2452744517073 -35.1655689426448,-58.259887509048 -35.171148820572))","21","141967",Buenos Aires,Brandsen,Brandsen
"MULTILINESTRING ((-57.9399130536486 -34.8344834997424,-57.9402427689171 -34.8350538804177,-57.9408534268495 -34.835694829326))","22","93042",Buenos Aires,Ensenada,Punta Lara
"MULTILINESTRING ((-57.9402909252122 -34.8351096789868,-57.9402550249201 -34.835248151542,-57.9402447676938 -34.8353481594986,-57.9402216889346 -34.835460988988,-57.9401806600293 -34.8355481754117,-57.9400934736057 -34.8356148473827,-57.939909438843 -34.8356716206317,-57.9398639681669 -34.8356815193537,-57.9398357607946 -34.8356834425837,-57.9398190928018 -34.83569369981,-57.939813323112 -34.8357103678028,-57.9397972961959 -34.8357219071824,-57.9397716531301 -34.8357308822554,-57.9397428046811 -34.8357385751751,-57.9396812613232 -34.8357719111606,-57.939631257345 -34.8358014006863,-57.9395748426003 -34.8358334545185,-57.9395325315417 -34.8358680726573,-57.9394838097167 -34.835924487402,-57.9394286771253 -34.8359578233875,-57.9393678752347 -34.8359739498305,-57.9392991796431 -34.8360347525849,-57.9392325076721 -34.8360475741178,-57.93909916373 -34.8359911593731,-57.9389299194958 -34.8358911514165,-57.9387760611011 -34.8358424295915,-57.9386042525604 -34.8357526788613,-57.9384555227789 -34.8357244714889,-57.9383221788368 -34.8357783219271,-57.9380218530628 -34.8358267286554))","23","93043",Buenos Aires,Ensenada,Punta Lara
"MULTILINESTRING ((-57.9432332616893 -34.8367508804736,-57.9431182078406 -34.8365673421913,-57.9430360265202 -34.8364742033615,-57.9429812389732 -34.8364166764371,-57.9429017970301 -34.8362687500603,-57.9428579669925 -34.8361673930984,-57.9428552276152 -34.8361153449288,-57.9428579669925 -34.8360413817404,-57.9428442701058 -34.8359893335708,-57.9428113975776 -34.8359728973067,-57.9427620887853 -34.8359400247785,-57.9427073012384 -34.8358797584769,-57.9426388168047 -34.835849625326,-57.9425895080124 -34.8357427896095,-57.9425210235787 -34.8356222570061,-57.9424004909754 -34.8355017244028,-57.9423018733908 -34.8351236903288,-57.9422579705715 -34.8345183039138))","24","93047",Buenos Aires,Ensenada,Punta Lara
"MULTILINESTRING ((-57.9939897145182 -34.8106515061656,-57.9932412394495 -34.8083263617212,-57.9914099113967 -34.8029120968008,-57.9911884690686 -34.8024271381024,-57.9910268161692 -34.8021525496157,-57.9908563055766 -34.8019111774781,-57.9906415065184 -34.8015302966739,-57.9904909257353 -34.8013088543459,-57.9891700402443 -34.8000184477928,-57.9888980498469 -34.7997476825773))","25","106062",Buenos Aires,Ensenada,Punta Lara
"MULTILINESTRING ((-57.8823567477736 -34.8901089672623,-57.879925361413 -34.8914614259253,-57.8768709322976 -34.893237857585,-57.8466351232882 -34.8803302352436))","26","83702",Buenos Aires,Berisso,Berisso
"MULTILINESTRING ((-58.7451282332283 -34.4347403375895,-58.7463954817349 -34.4353649358563,-58.7468931823969 -34.4356995288933,-58.7475742755737 -34.4360328588584))","27","124183",Buenos Aires,Escobar,Garín
"MULTILINESTRING ((-60.2841539076569 -36.8796615952284,-60.2876708801703 -36.8824480393266))","28","127012",Buenos Aires,Olavarría,Olavarría
"MULTILINESTRING ((-60.2966013971197 -36.8821679782445,-60.2935556563184 -36.8846237064298))","29","94455",Buenos Aires,Olavarría,Olavarría
"MULTILINESTRING ((-58.7596321452417 -34.416630280786,-58.7594401267259 -34.4164210298393,-58.7591748703788 -34.4161957773496,-58.7588991514843 -34.4160259148164,-58.7585772742928 -34.4158000468828,-58.7584172588629 -34.4157286553833,-58.7582695523123 -34.4156941905215,-58.7580923044516 -34.4155981812636,-58.7577827361393 -34.415433857726,-58.7575537909858 -34.4153378484681,-58.7573273076082 -34.415214759676,-58.7571648304025 -34.4151310592973,-58.7570220474036 -34.4150867473321,-58.7568768026289 -34.4150522824703,-58.7567537138367 -34.4150621295737,-58.7566269323807 -34.4150818237804,-58.7564767640543 -34.4151409064007,-58.7562084304873 -34.4152049125726,-58.7560508768334 -34.4152369156585,-58.7558151617963 -34.415276919516,-58.7555819085352 -34.4152689187445,-58.7554138923339 -34.4152153751199,-58.7553104977484 -34.4151390600688,-58.7551775618529 -34.4150455125867,-58.7550323170781 -34.4149322708979,-58.754891995855 -34.4148313380883,-58.7547842931619 -34.4147316361667,-58.7547227487658 -34.4146503975638,-58.7546538190422 -34.4145666971852,-58.7546045835253 -34.414458379048,-58.7545085742674 -34.4143254431525,-58.7543910244709 -34.4141715821623,-58.7543467125057 -34.4140583404735,-58.7542802445579 -34.413972178319,-58.7541990059551 -34.4139180192504,-58.7540783789388 -34.4138835543886,-58.7539208252848 -34.4138097011133,-58.753807583596 -34.4137530802689,-58.7536352592869 -34.4136546092351,-58.7535121704948 -34.4135487528739,-58.753413699461 -34.4134625907193,-58.7533620021683 -34.4133862756682,-58.7533546168408 -34.4133198077204,-58.7533915434784 -34.4132533397726,-58.7534463179909 -34.4131930262645,-58.7535054006112 -34.4131044023341,-58.7535767921107 -34.4128933050555,-58.7536260276275 -34.4127209807465,-58.7536383365067 -34.4126138934973,-58.7536334129551 -34.4125055753602,-58.7535915627657 -34.4124071043264,-58.7535201712663 -34.4123234039478,-58.7534118531291 -34.4122520124483,-58.7532690701302 -34.4121535414146,-58.7530555110758 -34.4120384533939,-58.75286349256 -34.4118981321708,-58.7527207095611 -34.4117922758095,-58.75267393582 -34.4117208843101,-58.752659165165 -34.4116396457072,-58.7526517798375 -34.4115547144406,-58.7526665504925 -34.411439010976,-58.7526837829234 -34.4113159221838,-58.752691168251 -34.4112039113829,-58.7526493180616 -34.4110882079183,-58.752580388338 -34.411014354643,-58.7525040732869 -34.4109626573503,-58.752408064029 -34.4109134218334,-58.7522905142324 -34.4108795724156,-58.7521969667504 -34.4108697253122,-58.7521058810442 -34.4108426457779,-58.7520024864587 -34.4108057191402,-58.7519261714076 -34.4107614071751,-58.7516092177677 -34.410542924569,-58.7515599822509 -34.410478918397,-58.751510746734 -34.4104149122251,-58.7514910525272 -34.4103385971739,-58.7514861289756 -34.4102696674503,-58.7514812054239 -34.4102105848301,-58.7514935143031 -34.4101441168823,-58.7515058231823 -34.4100505694003,-58.7514812054239 -34.409959483694,-58.7514393552345 -34.4098733215395,-58.7513488849723 -34.4098006991521,-58.7512208726284 -34.4096948427909,-58.7510682425261 -34.4096012953088,-58.750945153734 -34.4095422126886,-58.7507654440974 -34.4094191238964,-58.7505168047372 -34.4092566466907,-58.7503814070658 -34.4091655609845,-58.7501678480114 -34.4089950830074,-58.7499118233237 -34.4088252204742,-58.7495376333954 -34.4085421162521,-58.7493733098579 -34.4084325672271,-58.7492132944281 -34.40832424909,-58.7490680496533 -34.4082430104872,-58.7489424990853 -34.4081814660911,-58.7488243338448 -34.4081248452467,-58.7487209392594 -34.4080928421607,-58.7486200064498 -34.4080386830922,-58.7484870705542 -34.4079894475753,-58.7483910612963 -34.4079352885067,-58.7483393640036 -34.407868820559,-58.7482488937414 -34.4077912746199,-58.7481799640178 -34.4077346537755,-58.7481085725183 -34.4076460298451,-58.7480322574671 -34.4075647912423,-58.7479756366227 -34.4075278646046,-58.7479485570885 -34.4074835526394,-58.7479042451233 -34.4074170846917,-58.7478648567098 -34.4073703109506,-58.747845162503 -34.4072841487961,-58.7478894744682 -34.4071819850986,-58.7479313246576 -34.4070564345306,-58.7479313246576 -34.4069702723761,-58.7478919362441 -34.4068742631182,-58.7478574713823 -34.4068004098429,-58.7477965424301 -34.4067050160289,-58.7477325362582 -34.4066016214435,-58.7476956096205 -34.4065031504098,-58.7476512976554 -34.4064268353586,-58.7475675972767 -34.4063972940485,-58.7474740497946 -34.4063628291867,-58.7473312667957 -34.406325902549,-58.7471650969263 -34.4062748207003,-58.7469312282211 -34.4061911203216,-58.74666535643 -34.4061098817188,-58.7464831850176 -34.4060520299865,-58.7461606923821 -34.4059277103064,-58.7458406615225 -34.4058366246001,-58.7456412576791 -34.4057652331007,-58.7455033982319 -34.4057184593597,-58.7453507681296 -34.4056630694032,-58.7452326028891 -34.4055990632313,-58.7451095140969 -34.4054956686458,-58.7449962724081 -34.4054070447155,-58.7448387187541 -34.4052494910615))","30","93076",Buenos Aires,Escobar,Ingeniero Maschwitz
"MULTILINESTRING ((-57.9905768460902 -35.5710398202999,-57.990543403379 -35.5710119513738,-57.990493239312 -35.5709868693403,-57.9904082390875 -35.5709771152162,-57.9900473364947 -35.5709506397364,-57.9898599179668 -35.570953426629,-57.9898362293797 -35.5709464593975,-57.9898222949166 -35.5709290413187,-57.9898139342388 -35.5709116232399,-57.9898215981935 -35.5708565821109,-57.9898661884752 -35.5706893685544,-57.9899107787569 -35.5705054336423,-57.9899414345756 -35.5703005970356,-57.9899693035017 -35.57002748156,-57.9900083199982 -35.5698059235977,-57.9900236479076 -35.5696916610008,-57.9900180741223 -35.5696205952393,-57.9897379914152 -35.5687594454234,-57.9893687281447 -35.5675875570817))","31","142699",Buenos Aires,Chascomús,Chascomús
"MULTILINESTRING ((-58.8938920252037 -34.4824745638169,-58.8938309120462 -34.4824287289487,-58.8937873689215 -34.4824126867449,-58.8937407701389 -34.4823890053964,-58.8937048661589 -34.4823744910215,-58.8936452808303 -34.4823485179295,-58.8935635419822 -34.4823126139495,-58.8934917340222 -34.4822606677657,-58.8934031199438 -34.4822102494107,-58.893374091194 -34.4821491362533,-58.8933450624442 -34.48208191178,-58.8933542294178 -34.4820314934251,-58.8934000642859 -34.4819932977017,-58.8934734000749 -34.4819291288863,-58.8935589584954 -34.4818725992156,-58.8935803481005 -34.4817778738216,-58.8935772924426 -34.4816617588223,-58.8935620141533 -34.4815425881652,-58.8934581217855 -34.4814325844818,-58.8934168704042 -34.4813943887583,-58.8934000642859 -34.4813745269822,-58.8933710355361 -34.48130577468,-58.8933358954706 -34.481232438891,-58.8932808936288 -34.4811422969837,-58.8932075578398 -34.4810720168526,-58.8931097767879 -34.48098951409,-58.8930486636304 -34.480942151393,-58.8929768556703 -34.4809100669853,-58.892888241592 -34.4808642321172,-58.8927919883689 -34.4808122859333,-58.892717124751 -34.480772562381,-58.8926483724489 -34.4807145048813,-58.8925979540939 -34.4806579752107,-58.8924298929109 -34.480456301791,-58.8922923883065 -34.4802882406079,-58.8919134867301 -34.4800101757413,-58.891771398639 -34.4799185060051,-58.891649172324 -34.4798787824527,-58.891552919101 -34.479872671137,-58.8914704163384 -34.4798910050842,-58.8913756909443 -34.4799368399524,-58.8912870768659 -34.4800010087677,-58.8912358945965 -34.4800353849188,-58.8911984627876 -34.4800537188661,-58.8911541557484 -34.4800514271226,-58.8911014456501 -34.4800399684056,-58.8910395685782 -34.4800010087677,-58.8909593575589 -34.4799391316958,-58.8909310927236 -34.4798864215974,-58.8909051196317 -34.4797939879467,-58.8909051196317 -34.4797023182105,-58.8908684517372 -34.4796075928164,-58.890727891475 -34.4793936967652,-58.8906209434494 -34.47926459522,-58.8905201067395 -34.479145424563))","32","138512",Buenos Aires,Pilar,Villa Astolfi
"MULTILINESTRING ((-57.9055595444411 -34.9616263403586,-57.9035144671798 -34.9673456440583))","33","130538",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTILINESTRING ((-57.9336265779349 -34.9621998361202,-57.9331602679124 -34.9621434276497,-57.9326375494194 -34.9621321459556,-57.9323968732788 -34.9621246248262,-57.9321148309265 -34.9621359065203,-57.9316974082451 -34.9620757374852,-57.9314228870221 -34.9620832586146,-57.9305955627887 -34.9620682163558))","34","96972",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTILINESTRING ((-57.937408284228 -34.9624802737143,-57.9375691131422 -34.9623659064865,-57.9376691844666 -34.9622765570897,-57.937769255791 -34.9622479652827,-57.9379247237414 -34.9621389590186,-57.9382740798828 -34.961906650587))","35","96968",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTILINESTRING ((-58.8863617614807 -34.4723265410604,-58.8862186251965 -34.4722541106516,-58.886122051318 -34.4720661364952,-58.886004783037 -34.4717608940579,-58.8859651187655 -34.4715418782977,-58.8858668203534 -34.4713297606717,-58.8858599222192 -34.470817574209,-58.8859323526281 -34.4706037320495,-58.8859254544939 -34.4704985355033,-58.8858340542161 -34.470370920021,-58.8856478045933 -34.4701501797273,-58.8855495061812 -34.4700777493185,-58.8855219136445 -34.4699673791716,-58.885520189111 -34.4698570090248,-58.8855736496509 -34.4696293705969,-58.8855339853793 -34.4694793361785,-58.885463279504 -34.4692551468178,-58.8853667056255 -34.4690982142652))","36","138481",Buenos Aires,Pilar,Pilar
"MULTILINESTRING ((-60.5618994516664 -33.8787842103915,-60.5618532849353 -33.8788607152603,-60.5617715038686 -33.8789490915742,-60.5617029132966 -33.8790440631355,-60.5615617750042 -33.8792010300214,-60.5614575700967 -33.8793039158794,-60.5612849215845 -33.8794656902956,-60.5611588053936 -33.8796013615331,-60.5610958752115 -33.8796547366686,-60.5609728194195 -33.8797748165373,-60.5609490765292 -33.8798242808921,-60.5609503955786 -33.8798598952276,-60.560954352727 -33.8799166143544))","37","100998",Buenos Aires,Pergamino,Pergamino
"MULTILINESTRING ((-58.9280302600809 -34.6103921818677,-58.9268506742476 -34.6076918426039))","38","93660",Buenos Aires,General Rodríguez,General Rodríguez
"MULTILINESTRING ((-60.5522774419958 -33.8884449499212,-60.5535614007704 -33.8910047411491,-60.5536209937937 -33.8911130921005,-60.5540462712781 -33.8924078859702,-60.5541027053519 -33.8926214323582,-60.554111281849 -33.8928250371333,-60.5540923204325 -33.8929631845964,-60.5540760677898 -33.893196139142))","39","102269",Buenos Aires,Pergamino,Pergamino
"MULTILINESTRING ((-59.1251322246798 -34.5817234656268,-59.1252823011277 -34.5816541995738,-59.1253815824702 -34.5816634350476,-59.1254739372075 -34.5816911414687,-59.1255778362868 -34.5817511720479,-59.1256932797083 -34.5818296735746,-59.125804105393 -34.5818943218906,-59.1259080044724 -34.5819151017065,-59.1260049769464 -34.5819151017065,-59.126120420368 -34.5819058662328,-59.126217392842 -34.5819012484959,-59.1263097475792 -34.5818735420747,-59.126383631369 -34.5818273647061,-59.1264298087376 -34.5817580986532,-59.1264990747905 -34.581698068074,-59.1266352980279 -34.5816380374948,-59.1267807567391 -34.5815918601262,-59.1268938912921 -34.5815687714419,-59.1269885548978 -34.5815618448366,-59.1270601298191 -34.5815826246525,-59.1271340136089 -34.5816103310737,-59.1272125151355 -34.5816518907054,-59.1272656191094 -34.5816518907054,-59.1273348851624 -34.581633419758,-59.1274110778206 -34.581633419758,-59.1274711083997 -34.5816449641001,-59.1275357567158 -34.5816703616529,-59.1276327291899 -34.5816888326003,-59.1277158484534 -34.5817003769425,-59.127810512059 -34.5816772882581,-59.1279536619017 -34.581633419758,-59.1280898851391 -34.5815710803103,-59.1282307261134 -34.5814579457573,-59.1284616129564 -34.5812570742038,-59.1287432949049 -34.5811116154927,-59.128958019669 -34.5809661567816,-59.1290757719589 -34.5808830375181,-59.1291773621698 -34.5808137714652,-59.1293020410651 -34.5807491231491,-59.1293943958023 -34.5806429152013,-59.1294359554341 -34.580555178201,-59.1295560165924 -34.5804997653586,-59.1296899309614 -34.5804812944112,-59.1298284630672 -34.5804489702532,-59.129902346857 -34.5803935574108,-59.1300177902785 -34.5803242913579,-59.1301239982263 -34.5802180834101,-59.1303595028062 -34.5801441996204,-59.1304824500501 -34.5800835918241,-59.1305442122807 -34.5800789740872,-59.1306030884256 -34.5800466499292,-59.13064811136 -34.5800016269948,-59.1306960203799 -34.5799288976392))","40","86252",Buenos Aires,Luján,Luján
