WKT,id,id_poligon,provincia,departamen,localidad
"MULTIPOLYGON (((-58.0236311355652 -34.9126218395687,-58.0222347378731 -34.9129853147307,-58.0223316273555 -34.9131692208403,-58.0237679556012 -34.912899810255,-58.0236311355652 -34.9126218395687)))","307","17004",Buenos Aires,La Plata,José Hernández
"MULTIPOLYGON (((-57.8735822501238 -34.9472283907151,-57.8719306503723 -34.9484071060091,-57.8724137139783 -34.9484185808113,-57.8729224020604 -34.9480493724081,-57.8738270205795 -34.9484523388393,-57.8737612301417 -34.9486579339573,-57.8737201111181 -34.9488388576611,-57.8739462657479 -34.9490362289743,-57.8741066299399 -34.9490609003885,-57.8742998893508 -34.9490732360956,-57.8744520297381 -34.9489128719036,-57.8744725892499 -34.948723724395,-57.874600058223 -34.9485386887889,-57.8747316390985 -34.9484975697653,-57.8749290104118 -34.9484852340582,-57.8750975984085 -34.9484852340582,-57.8753114173312 -34.9485345768865,-57.8754429982067 -34.9484194436204,-57.8745319842272 -34.9477939166701,-57.8744182180832 -34.9477950895169,-57.8735822501238 -34.9472283907151)))","308","15388",Buenos Aires,La Plata,Villa Elvira
"MULTIPOLYGON (((-57.9274158204937 -34.9509479815509,-57.9266911000013 -34.950151803425,-57.9243165514962 -34.9518145534745,-57.9249282493246 -34.9523548865563,-57.9259375507416 -34.9512436355013,-57.9266919780633 -34.9508664218404,-57.9274158204937 -34.9509479815509)))","309","15832",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOLYGON (((-59.8445986483322 -36.7487781930423,-59.8464278249294 -36.7473604229462,-59.8447695402634 -36.7454552943796,-59.8440479965538 -36.745917335527,-59.8435226620985 -36.7451388278403,-59.8429720103201 -36.7453350370946,-59.8436176020603 -36.7462338020663,-59.843003656974 -36.7466705258905,-59.8445986483322 -36.7487781930423)))","310","17478",Buenos Aires,Azul,Azul
"MULTIPOLYGON (((-60.8750331508147 -35.4274823977291,-60.8712729065865 -35.4255133509204,-60.8700787749735 -35.4272029201175,-60.8739152403685 -35.4290957457594,-60.8750331508147 -35.4274823977291)))","311","14629",Buenos Aires,9 de Julio,Nueve De Julio
"MULTIPOLYGON (((-57.9301923259329 -34.8939595211262,-57.9300768434359 -34.8937997439729,-57.9299218121387 -34.8938440386293,-57.9300720975799 -34.8944072135458,-57.930185617858 -34.8943991994883,-57.930178294 -34.89420373,-57.9302208010691 -34.8940117255426,-57.9301923259329 -34.8939595211262)))","312","17753",Buenos Aires,Ensenada,El Dique
"MULTIPOLYGON (((-60.2480458869003 -33.3139808795459,-60.2446748543448 -33.3163907791296,-60.2450564806719 -33.3168148083818,-60.2483851103021 -33.3143483715645,-60.2480458869003 -33.3139808795459)))","313","20045",Buenos Aires,San Nicolás,San Nicolás De Los Arroyos
"MULTIPOLYGON (((-57.5980066958065 -38.0219259893994,-57.5974786359067 -38.0214304950154,-57.5970340190554 -38.0217864845792,-57.5975232519061 -38.0222462728602,-57.5980066958065 -38.0219259893994)))","314","20900",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOLYGON (((-60.2817080706474 -36.9144369470391,-60.2837337116804 -36.9127759213921,-60.2824474296245 -36.9117631008756,-60.2814042244925 -36.9123100239545,-60.2806749937206 -36.9119454085686,-60.2795001219215 -36.9126948957508,-60.2817080706474 -36.9144369470391)))","315","17385",Buenos Aires,Olavarría,Olavarría
"MULTIPOLYGON (((-57.5753141753486 -37.9111377984416,-57.5762865119772 -37.9096025982217,-57.5760978224383 -37.9095661017503,-57.5751424773907 -37.911062955742,-57.5753141753486 -37.9111377984416)))","316","20463",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOLYGON (((-58.2745544196695 -37.8495484684713,-58.2741253779041 -37.8491849747535,-58.2731898284992 -37.849953674583,-58.2736069524377 -37.8502992915607,-58.2745544196695 -37.8495484684713)))","317","14745",Buenos Aires,Balcarce,Balcarce
"MULTIPOLYGON (((-57.9100999632395 -34.9622338315774,-57.9081070795655 -34.963649601084,-57.9105708214853 -34.965899799348,-57.912521519932 -34.964419959147,-57.9100999632395 -34.9622338315774)))","318","18040",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOLYGON (((-57.9330159084452 -34.9658110959247,-57.936064364 -34.9682947713537,-57.936673575481 -34.96784350359,-57.933886640446 -34.9651247491125,-57.9330159084452 -34.9658110959247)))","319","13190",Buenos Aires,La Plata,Altos De San Lorenzo
"MULTIPOLYGON (((-60.5642126006066 -33.8732491482237,-60.563686097624 -33.8734470285393,-60.563905179402 -33.8739346621742,-60.5644104809222 -33.8737438490127,-60.5642126006066 -33.8732491482237)))","320","20068",Buenos Aires,Pergamino,Pergamino
"MULTIPOLYGON (((-62.3048213459078 -38.7284992938248,-62.3060888646095 -38.7294680402611,-62.3071481480958 -38.7285717234649,-62.3066864091402 -38.7281778872969,-62.30652344245 -38.7283136928721,-62.3063423683498 -38.728214102117,-62.306138659987 -38.7284359178898,-62.3055275348987 -38.7279968131967,-62.3048213459078 -38.7284992938248)))","321","16033",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOLYGON (((-59.6357635918139 -33.7099744140827,-59.6383108249235 -33.7085706888245,-59.6374987543677 -33.7073505420349,-59.6375199037969 -33.706899354211,-59.636758524344 -33.7070474002157,-59.636081742608 -33.707096748884,-59.6355812061158 -33.7068077066842,-59.6349114741896 -33.7070544500255,-59.6350101715261 -33.7075620363274,-59.6348762251408 -33.7078581283369,-59.6348339262823 -33.7082035690146,-59.6349608228578 -33.7085701591216,-59.6357635918139 -33.7099744140827)))","322","14906",Buenos Aires,San Pedro,San Pedro
"MULTIPOLYGON (((-62.2484806617201 -38.763581355001,-62.2491204448502 -38.7629328117639,-62.2486471384764 -38.7625734777821,-62.2480141097055 -38.7632036700369,-62.2484806617201 -38.763581355001)))","323","12666",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOLYGON (((-62.2426917749234 -38.7733394831635,-62.2426881874636 -38.7734291696576,-62.2467340784351 -38.7767632864313,-62.2468509575541 -38.7766631979572,-62.2426917749234 -38.7733394831635)))","324","15273",Buenos Aires,Bahía Blanca,Ingeniero White
"MULTIPOLYGON (((-62.2033416672699 -38.726206969826,-62.2029152708033 -38.7256519066022,-62.2018955647945 -38.7264461332437,-62.20245910147 -38.7268924992719,-62.2033416672699 -38.726206969826)))","325","16945",Buenos Aires,Bahía Blanca,Bahía Blanca
"MULTIPOLYGON (((-57.5890373082306 -37.9586409173833,-57.5891582697611 -37.9587742499794,-57.5901495003456 -37.9582532355436,-57.590026523662 -37.9581059506145,-57.5890373082306 -37.9586409173833)))","326","19969",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOLYGON (((-57.7030316749924 -38.0150560234554,-57.7037136533352 -38.0155496099908,-57.7040979726222 -38.0154403427425,-57.7044069351864 -38.0151652907037,-57.7036275342107 -38.0145494753445,-57.7030316749924 -38.0150560234554)))","327","17001",Buenos Aires,General Pueyrredón,Batán
"MULTIPOLYGON (((-57.5461720183131 -37.9150926672629,-57.5460677561745 -37.9147430824454,-57.5458530988304 -37.9146449533738,-57.5452091267981 -37.9150926672629,-57.5449576710521 -37.9153625222098,-57.5454176510752 -37.9156507763576,-57.5461720183131 -37.9150926672629)))","328","20896",Buenos Aires,General Pueyrredón,Mar Del Plata
"MULTIPOLYGON (((-57.8932699882551 -34.9228341012563,-57.8925948926052 -34.9224160022459,-57.8925220129612 -34.9222894218115,-57.8925431097002 -34.9221494161796,-57.892546945471 -34.9218157041254,-57.8924280365781 -34.9215395286322,-57.8920730059826 -34.9212127574965,-57.8919766555237 -34.9213741501624,-57.8923131923032 -34.9218693934873,-57.8923329574441 -34.9224675824873,-57.8931822273249 -34.9229836767183,-57.8932699882551 -34.9228341012563)))","329",,Buenos Aires,Berisso,El Carmen
"MULTIPOLYGON (((-60.1624987330792 -35.4429175886724,-60.1621921557822 -35.4425710128711,-60.1619361678516 -35.4427213806366,-60.1620299638576 -35.4428940926384,-60.1623561756782 -35.4430049625633,-60.1624987330792 -35.4429175886724)))","330","20112",Buenos Aires,25 de Mayo,Veinticinco De Mayo
"MULTIPOLYGON (((-59.1878550499678 -37.3143577105514,-59.1881678625941 -37.3141721202893,-59.1878020763397 -37.3138684019036,-59.1874470189214 -37.3140539929155,-59.1878550499678 -37.3143577105514)))","331","14419",Buenos Aires,Tandil,Tandil
"MULTIPOLYGON (((-57.6796878458684 -36.3368732536913,-57.6785456685187 -36.3365773049043,-57.678129490537 -36.337446654466,-57.6792439226879 -36.3378212146495,-57.6796878458684 -36.3368732536913)))","332","20212",Buenos Aires,Dolores,Dolores
"MULTIPOLYGON (((-57.6889424398542 -37.995722760405,-57.6890694122815 -37.9957762298438,-57.6896445747286 -37.9953236686971,-57.6895346594901 -37.9952517277008,-57.6889424398542 -37.995722760405)))","333","16995",Buenos Aires,General Pueyrredón,Batán
"MULTIPOLYGON (((-57.7181977805488 -37.997930071518,-57.7188131127766 -37.9974055360549,-57.7179611842253 -37.99667326039,-57.7173073262509 -37.9972038144665,-57.7181977805488 -37.997930071518)))","334","17115",Buenos Aires,General Pueyrredón,Batán
"MULTIPOLYGON (((-60.019442204457 -33.4926166310077,-60.0198473804013 -33.4922527468794,-60.0186292718299 -33.4912540010804,-60.0178860191423 -33.4919069279205,-60.0181982885006 -33.4920669337075,-60.0185853992755 -33.4921933898939,-60.0188021813093 -33.4922372624484,-60.0189725100503 -33.4922579083564,-60.019442204457 -33.4926166310077)))","335","400",Buenos Aires,Ramallo,Ramallo
"MULTIPOLYGON (((-67.8407722622361 -38.9727011561192,-67.8388007691436 -38.9731916093926,-67.8389427424596 -38.9737030359968,-67.8409239155509 -38.9732271027216,-67.8407722622361 -38.9727011561192)))","336","13391",Río Negro,General Roca,Allen
"MULTIPOLYGON (((-67.5792693346739 -38.9966520722874,-67.5776966140631 -38.9968288979055,-67.5761802881372 -38.996798571387,-67.5758254678706 -38.9971928161278,-67.5754312231298 -38.9973747752389,-67.5759983290261 -38.9976416486018,-67.5760028780039 -38.9984468176684,-67.5762940125817 -38.9986530379944,-67.576409253352 -38.9990230215203,-67.5794386491179 -38.9987368686785,-67.5792693346739 -38.9966520722874)))","337","12358",Río Negro,General Roca,General Roca
"MULTIPOLYGON (((-68.0385778471828 -38.8397016071465,-68.0369256064296 -38.8392782853383,-68.0358678102493 -38.841489141239,-68.0369836091995 -38.8420239564446,-68.0385778471828 -38.8397016071465)))","338","18036",Río Negro,General Roca,Cinco Saltos
"MULTIPOLYGON (((-67.5955851342117 -39.0275331610972,-67.5944109355705 -39.0276787229122,-67.5946179568185 -39.0286782473755,-67.5958050942878 -39.0285132773184,-67.5955851342117 -39.0275331610972)))","339","19642",Río Negro,General Roca,General Roca
"MULTIPOLYGON (((-67.9087287560105 -38.939129855838,-67.9181858897209 -38.935150724815,-67.9150322824717 -38.9317918389948,-67.9082925617695 -38.9340538035886,-67.9087287560105 -38.939129855838)))","340","18696",Río Negro,General Roca,General Fernández Oro
"MULTIPOLYGON (((-68.1330985229452 -38.9907770709179,-68.1317402374521 -38.9933391495208,-68.1318861816833 -38.9956580411937,-68.1339294009195 -38.9983823335088,-68.1365888291319 -38.9997931277433,-68.1380644874692 -39.0002471764625,-68.139718522089 -39.0001660963341,-68.1421833579931 -38.9994363751783,-68.1433346958167 -38.9977985565841,-68.1425688687774 -38.9957226261851,-68.1423019657947 -38.9947052548158,-68.1421229837946 -38.9934147003937,-68.1418027002154 -38.9917913022521,-68.1415263771274 -38.9909246525671,-68.1410742120744 -38.990120803584,-68.1405723483842 -38.9896656656868,-68.139966630779 -38.9899189796085,-68.1385683906213 -38.9898412958277,-68.1380248151089 -38.9897137002825,-68.1377024391722 -38.9900913001168,-68.1361444974858 -38.9903760243454,-68.1354540044397 -38.9902845164697,-68.1338144509458 -38.9897471394083,-68.1330985229452 -38.9907770709179)))","341","12801",Río Negro,El Cuy,Balsa Las Perlas
"MULTIPOLYGON (((-68.1260668483056 -38.9877625636322,-68.1256461350635 -38.9878695246259,-68.1256037572859 -38.987968327655,-68.12556868921 -38.9880998329396,-68.1255605662685 -38.9883686759301,-68.1257602267902 -38.9888250428367,-68.1264162542185 -38.9885683364517,-68.1260668483056 -38.9877625636322)))","342","14507",Río Negro,El Cuy,Balsa Las Perlas
"MULTIPOLYGON (((-67.9522526620351 -38.9597103825843,-67.9520150988101 -38.9595660598402,-67.9517313758067 -38.9594219368509,-67.9512423515211 -38.9600901360529,-67.9514721005225 -38.960163594694,-67.9518339607436 -38.9602792938265,-67.9522526620351 -38.9597103825843)))","343","22554",Río Negro,General Roca,Cipolletti
"MULTIPOLYGON (((-71.3478703449829 -41.171798439638,-71.3477419236 -41.171838863982,-71.3478289346793 -41.172750876621,-71.3478858738467 -41.1743969361892,-71.348165393396 -41.1744331702049,-71.3482533902912 -41.1730407487462,-71.3481653933961 -41.1727249951812,-71.3478703449829 -41.171798439638)))","344","20531",Río Negro,Bariloche,San Carlos De Bariloche
"MULTIPOLYGON (((-60.6734007139846 -33.0175814228602,-60.672464320935 -33.0175486818445,-60.6724053871067 -33.0177909653608,-60.6725625439822 -33.018026700674,-60.6727917310922 -33.018026700674,-60.6729161469519 -33.0178171581734,-60.6733614247657 -33.0178171581734,-60.6734007139846 -33.0175814228602)))","374","18747",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-71.307397 -41.162578,-71.3080024 -41.1618535,-71.3078629 -41.1616435,-71.3076537 -41.1615304,-71.3068276 -41.1616516,-71.3065165 -41.1613447,-71.305744 -41.1611993,-71.3052183 -41.16149,-71.3046926 -41.1620151,-71.3036264695586 -41.1625971047912,-71.3032924 -41.1625724,-71.3020483486333 -41.1627236015751,-71.3018080294239 -41.1626990742494,-71.3016559915402 -41.1627681120419,-71.3020920020244 -41.1629846969338,-71.3024750977133 -41.1630345992767,-71.3024053795041 -41.1631263337624,-71.3023686857099 -41.1631887132127,-71.3020166776698 -41.1631113794777,-71.3013699068379 -41.1629447701609,-71.3010013277945 -41.1627589631477,-71.300710436835 -41.1618557841175,-71.3002824282922 -41.1615856926575,-71.299951115662 -41.1614712313446,-71.2984185291956 -41.1603741927704,-71.2978468925493 -41.1596512227004,-71.2978282430473 -41.1595154901335,-71.2984109645693 -41.1591041936432,-71.2990912240006 -41.1584520552948,-71.2997243106424 -41.1580245243499,-71.2997151339506 -41.1577365425114,-71.2997127229999 -41.1575702882644,-71.2998191678737 -41.1574922997495,-71.2999512789145 -41.1575502597931,-71.3006479805359 -41.1570897678073,-71.3003853861294 -41.1569856272907,-71.2992442091275 -41.1578442620767,-71.2992001765744 -41.1579910372538,-71.2976303 -41.1595676,-71.2975273913632 -41.1600005977959,-71.2978438258574 -41.1608063771645,-71.299842436125 -41.1631065939136,-71.3006514989157 -41.1637034790026,-71.3014054736102 -41.163917085029,-71.3018237828649 -41.163564824604,-71.3035579214355 -41.1639987724043,-71.3068994546291 -41.1638540128436,-71.3073397649596 -41.163727348228,-71.3074543662785 -41.1636911583378,-71.3074845245204 -41.1635524304254,-71.3074905561687 -41.1633413227327,-71.307397 -41.162578)))","345","12559",Río Negro,Bariloche,San Carlos De Bariloche
"MULTIPOLYGON (((-71.3026810590711 -41.1649394369252,-71.3025120823773 -41.1647990562873,-71.3023976981538 -41.1647990562873,-71.3022027250455 -41.1647366648926,-71.3022183228942 -41.164650876725,-71.3019141648453 -41.164510496087,-71.3018283766777 -41.1645728874817,-71.3017189191501 -41.1645586264592,-71.3015454180858 -41.1646663178574,-71.3018075795461 -41.1648250527017,-71.3017815831317 -41.1649056415865,-71.3020337483517 -41.1650278247343,-71.3021767286311 -41.1648718462477,-71.3024626891899 -41.1650252250928,-71.3026810590711 -41.1649394369252)))","346","12853",Río Negro,Bariloche,San Carlos De Bariloche
"MULTIPOLYGON (((-63.0267871770149 -40.8337616197546,-63.0262037954566 -40.8341767181711,-63.0306464704008 -40.8375087243793,-63.0311438405756 -40.8370674485851,-63.0302837267395 -40.8364167537701,-63.0296061715727 -40.8359258347361,-63.0267871770149 -40.8337616197546)))","347","10953",Río Negro,Adolfo Alsina,Viedma
"MULTIPOLYGON (((-63.0034393684935 -40.8264441658822,-63.0026991045313 -40.8266419692082,-63.0021116885936 -40.8268277844538,-63.0011616332251 -40.8271784358043,-63.0022165842968 -40.8279936252688,-63.0034633446542 -40.8288687551351,-63.0054054136726 -40.8274301854919,-63.0046651497103 -40.8268937188958,-63.0039188917079 -40.8263003089179,-63.0034393684935 -40.8264441658822)))","348","12327",Río Negro,Adolfo Alsina,Viedma
"MULTIPOLYGON (((-67.5720840319991 -38.9984869881865,-67.5718717666183 -38.999205243607,-67.5727222350505 -39.0018237911483,-67.5735938981263 -39.0039486300414,-67.5764113283815 -39.0041401985887,-67.5775527465406 -39.004173769711,-67.5777317925263 -39.0036254413797,-67.5775493681431 -39.0031087225255,-67.5779444096343 -39.0027637825734,-67.5781570267424 -39.0025735462135,-67.578224168987 -39.0022825964867,-67.5782577401094 -39.0018797430188,-67.5779444096343 -39.0015328414215,-67.5766174562116 -39.0002294813387,-67.5763736006529 -38.9990579067244,-67.5759508591024 -38.998445630355,-67.5720840319991 -38.9984869881865)))","349","12827",Río Negro,General Roca,General Roca
"MULTIPOLYGON (((-67.594384822987 -38.9940258501543,-67.5952633700027 -38.99921774547,-67.5974914922534 -38.9987361323469,-67.5968352282175 -38.9936765483288,-67.594384822987 -38.9940258501543)))","350","13046",Río Negro,General Roca,General Roca
"MULTIPOLYGON (((-67.2443510115706 -39.038514191059,-67.2430969260355 -39.0356344390895,-67.2414049058691 -39.0357804172999,-67.2418789565563 -39.0389600249441,-67.2429609008848 -39.0390284324821,-67.2440922320157 -39.0391644576327,-67.2443510115706 -39.038514191059)))","351","760",Río Negro,General Roca,Ingeniero Luis A. Huergo
"MULTIPOLYGON (((-68.6360037338541 -31.5394479011718,-68.635929 -31.539778,-68.635760231901 -31.5399610645833,-68.6354439618489 -31.5399951673176,-68.6351409705228 -31.5404650565065,-68.6366057803026 -31.5408139852512,-68.6370687154688 -31.5398052011576,-68.6360037338541 -31.5394479011718)))","352","13309",San Juan,Rivadavia,La Bebida
"MULTIPOLYGON (((-68.4272407940399 -31.5253312157534,-68.427206548371 -31.5258280007617,-68.4274382413462 -31.5263513601692,-68.4276620149599 -31.5262394733623,-68.4274789780394 -31.526059934128,-68.4273460992699 -31.5258292217371,-68.4274009457439 -31.5255813156747,-68.4275281895635 -31.5253794806505,-68.4272407940399 -31.5253312157534)))","353","18018",San Juan,Santa Lucía,Alto de Sierra
"MULTIPOLYGON (((-68.2836614041471 -31.6392276899747,-68.2835319375069 -31.6391019709264,-68.2835176114404 -31.6392356808803,-68.2843025985114 -31.6430890763063,-68.2845538635829 -31.6445411008357,-68.2847353270918 -31.6444981226362,-68.2844917839615 -31.6430846174096,-68.2836614041471 -31.6392276899747)))","354","11226",San Juan,Caucete,Caucete
"MULTIPOLYGON (((-68.6124555766582 -31.568208776778,-68.60855396837 -31.5689463509288,-68.6095572713376 -31.5711700409832,-68.6126538116242 -31.5701122696457,-68.6124555766582 -31.568208776778)))","355","13307",San Juan,Rivadavia,La Bebida
"MULTIPOLYGON (((-68.7450317069154 -31.4753680328148,-68.7448067583557 -31.4753790059152,-68.7449603817623 -31.4767616165746,-68.7451688706713 -31.4767506434742,-68.7450317069154 -31.4753680328148)))","356","17732",San Juan,Ullum,Ullum
"MULTIPOLYGON (((-66.3909296893513 -33.3115051427464,-66.3907304394292 -33.311489756652,-66.3906888969744 -33.3117697835695,-66.390395022572 -33.3117482430374,-66.3903834830012 -33.31179593993,-66.3902527011991 -33.3124036906576,-66.3909973881666 -33.3124621578162,-66.3911358630159 -33.3118282507281,-66.3908835310682 -33.311806710196,-66.3909296893513 -33.3115051427464)))","357","12791",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOLYGON (((-67.5411812461922 -46.4653634980863,-67.5409794511564 -46.4654869719559,-67.5415645167232 -46.4658253188615,-67.5417878762887 -46.4659436110785,-67.5418595597148 -46.4658220857871,-67.5418756521828 -46.4657324920646,-67.5413584795203 -46.4655203931637,-67.5411812461922 -46.4653634980863)))","358","848",Santa Cruz,Deseado,Caleta Olivia
"MULTIPOLYGON (((-68.9512606480746 -46.5291857413831,-68.9513039168384 -46.5289347825529,-68.9512433405691 -46.5286665162171,-68.9507673841669 -46.5283463273648,-68.9505683478533 -46.5278876784681,-68.9498414326209 -46.5273338382911,-68.9491664399052 -46.5272126857524,-68.9486299072337 -46.5273338382911,-68.9484481784256 -46.5278271021988,-68.9483270258869 -46.5294886227299,-68.9485260622005 -46.5295751602576,-68.9503173890231 -46.5295059302354,-68.9512606480746 -46.5291857413831)))","359","874",Santa Cruz,Deseado,Las Heras
"MULTIPOLYGON (((-60.6427932613359 -33.0361532490962,-60.6420592719581 -33.0374318112382,-60.6443190805333 -33.0375149681975,-60.644311979413 -33.0370424503449,-60.6427932613359 -33.0361532490962)))","360","18706",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.6499762944809 -33.0399475006379,-60.6504795186149 -33.0399713958632,-60.6505297826233 -33.0399161064431,-60.6505534232256 -33.0395375912475,-60.6500079855323 -33.0395191876707,-60.6499762944809 -33.0399475006379)))","361","18707",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.7263182301738 -32.9572122098682,-60.7265035934124 -32.9571014440305,-60.7258480404955 -32.9565453543147,-60.7255496508919 -32.9565317911509,-60.7263182301738 -32.9572122098682)))","362","18275",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6423896534913 -33.0206282823332,-60.6419302695555 -33.0213729483604,-60.6420677370055 -33.0214429317895,-60.6425176304783 -33.0208005838867,-60.6423896534913 -33.0206282823332)))","363","19411",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.6840297952294 -33.0340757265507,-60.684284940362 -33.0346437824865,-60.6853822991252 -33.0345878483932,-60.6862218305469 -33.0343211069268,-60.685794018209 -33.0337693514679,-60.6853662058711 -33.0340152948527,-60.6849638745189 -33.0339742574899,-60.6847630441189 -33.0338002701026,-60.684269182384 -33.0337912755918,-60.684047229588 -33.0338469291125,-60.6840297952294 -33.0340757265507)))","364","91",Santa Fe,Rosario,Piñero
"MULTIPOLYGON (((-60.6855538844728 -33.0378230785994,-60.6858002261357 -33.0378778211912,-60.6868162751198 -33.0381740232681,-60.6869042017357 -33.0374398804573,-60.6869202107191 -33.0366852120594,-60.6865416839719 -33.0360750086164,-60.686013288796 -33.0363364044364,-60.6856086270646 -33.0364271425101,-60.6848239832496 -33.0365639989894,-60.6846574321389 -33.0371211493791,-60.6849903613329 -33.0374207672018,-60.6852801715141 -33.0379234400176,-60.6855538844728 -33.0378230785994)))","365","92",Santa Fe,Rosario,Piñero
"MULTIPOLYGON (((-60.7348140161237 -32.9643815548697,-60.7349006116962 -32.9642776401827,-60.7339326656308 -32.9634617174556,-60.7337171388727 -32.9634790365701,-60.7344915345311 -32.9641952128454,-60.7348140161237 -32.9643815548697)))","366","15296",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7110072694682 -32.9757200605724,-60.7109719439774 -32.9753730395739,-60.7108784353251 -32.9752338155806,-60.7107018078708 -32.9752836868618,-60.7106477806494 -32.9755060296572,-60.7107350553916 -32.9759548711882,-60.7110259711987 -32.9759569491582,-60.7110072694682 -32.9757200605724)))","367","18829",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7041650867348 -32.9784497721675,-60.7041400917007 -32.9783341701349,-60.7040622085333 -32.978290607626,-60.7037307980175 -32.9782732447393,-60.7036979920353 -32.9786262995958,-60.7041666489244 -32.9786356727335,-60.7041650867348 -32.9784497721675)))","368","12206",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6992203080263 -32.9133678738741,-60.7005553604993 -32.9122837628388,-60.7019773619791 -32.911075281705,-60.7047399190336 -32.9088014000817,-60.7046628756098 -32.9086627219188,-60.7019201297214 -32.9109564147083,-60.7004497009466 -32.9122573479507,-60.6991773838331 -32.9133535658097,-60.6992203080263 -32.9133678738741)))","369","16052",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6848001017751 -32.9866227770607,-60.686368676138 -32.9866799315921,-60.6863850060042 -32.9865474782335,-60.684800561776 -32.9864948516435,-60.6848001017751 -32.9866227770607)))","370","16916",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6853819638491 -32.9906376995245,-60.6851499527693 -32.9911961928409,-60.6850872561336 -32.9914596902229,-60.6855266407776 -32.9907200629105,-60.6853819638491 -32.9906376995245)))","371","16921",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6284540891648 -32.9709605067388,-60.6286482140422 -32.9709253468901,-60.6286341324449 -32.9708603714528,-60.6284500658512 -32.97089750028,-60.6284540891648 -32.9709605067388)))","372","11617",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7209037368258 -32.8753863667536,-60.7210856505885 -32.8748252586766,-60.7206693483873 -32.8747752826103,-60.7202741730652 -32.8750293930311,-60.7201670874476 -32.8761230161318,-60.7207195744813 -32.8760560480065,-60.7209037368258 -32.8753863667536)))","373","16580",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.673466196016 -33.0166384816075,-60.672739345467 -33.0166057405918,-60.6726804116388 -33.0174308141879,-60.6734138103908 -33.0174308141879,-60.673466196016 -33.0166384816075)))","375","18746",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6753913677402 -33.0165468067635,-60.6753455303182 -33.015656251136,-60.6733090391406 -33.0156693475422,-60.6733352319531 -33.0165075175446,-60.6753913677402 -33.0165468067635)))","376","18745",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.5871115252376 -31.6005148806024,-60.5860105814161 -31.5981959990037,-60.5859235230517 -31.5977393111391,-60.5844174820341 -31.5978306983519,-60.5835541060622 -31.5981148345274,-60.5826850511195 -31.5986417133664,-60.5857507776148 -31.6010718463035,-60.5871115252376 -31.6005148806024)))","377","14869",Santa Fe,La Capital,San José Del Rincón
"MULTIPOLYGON (((-60.526570775588 -31.5510859160754,-60.5263635342151 -31.551354888921,-60.5264715642925 -31.5515511068166,-60.5271307682338 -31.5510837113799,-60.5268066780018 -31.5507419835843,-60.5265619568062 -31.5508610371389,-60.526570775588 -31.5510859160754)))","378","17943",Santa Fe,La Capital,Arroyo Leyes
"MULTIPOLYGON (((-60.736848525703 -31.6663014113691,-60.7369377046556 -31.6655805164733,-60.7366339104701 -31.6654981761102,-60.7362766345558 -31.6653831907585,-60.735588871428 -31.6657527973528,-60.7355744025864 -31.6659704373762,-60.7359645314583 -31.6660525697703,-60.736848525703 -31.6663014113691)))","379","13515",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.7340173336488 -31.6695555826207,-60.7340257375941 -31.6699547700245,-60.7344921565607 -31.6700388094779,-60.7348493242378 -31.6702236962754,-60.7352485116416 -31.6702194943028,-60.7353661668764 -31.6699085483251,-60.7340173336488 -31.6695555826207)))","380","13520",Santa Fe,La Capital,Santa Fe
