WKT,id,id_poligon,se_inunda_,con_que_fr,provinicia,departamen,localidad
"MULTIPOLYGON (((-60.7093779387521 -32.9788384249351,-60.7074252918496 -32.9787460610995,-60.7074082047058 -32.97897551703,-60.7093573166272 -32.9790863637898,-60.7093779387521 -32.9788384249351)))","2472","15483","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7058311318208 -32.907995581969,-60.7056454027203 -32.9079401044454,-60.703422361 -32.909809458,-60.701536167 -32.9113990939999,-60.7000173561549 -32.9126668466095,-60.6997692996801 -32.9127882085156,-60.6990229443188 -32.913432701994,-60.6991717257675 -32.9135169767443,-60.6994109903613 -32.9133630491057,-60.7010431792005 -32.9134147402242,-60.7010768742213 -32.9132442590778,-60.7029042912038 -32.9132883810015,-60.7028881717796 -32.9140697732285,-60.7043116681258 -32.9141178664461,-60.7044037380792 -32.9132935007048,-60.7048706725449 -32.9132994393624,-60.7048887871246 -32.9132765072511,-60.7052493687357 -32.91329042951,-60.705453905512 -32.9133286790249,-60.7055386074359 -32.9133579081368,-60.7057621977118 -32.913365912556,-60.7060192450286 -32.9133662937681,-60.706034862446 -32.9133174949254,-60.7062938933611 -32.9133141300896,-60.7063127106404 -32.9133492450426,-60.7063936692994 -32.9133613385246,-60.706487975 -32.911644366,-60.7065725250958 -32.9100087933902,-60.7065764333766 -32.9090217417467,-60.7065183689836 -32.908762011939,-60.7061978396785 -32.9083241614134,-60.705961720818 -32.9080573343672,-60.7058311318208 -32.907995581969)))","2473","21337","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7452338820422 -32.9876283379155,-60.7451713570497 -32.9888694266836,-60.745217477 -32.9889732089999,-60.7452783463781 -32.9890459927199,-60.7470541003781 -32.9890744387563,-60.747134335549 -32.9877226335126,-60.7452338820422 -32.9876283379155)))","2474","23696","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Pérez
"MULTIPOLYGON (((-60.7027120606714 -32.9828236622996,-60.7027388035822 -32.9825009030311,-60.7025036504008 -32.982493986761,-60.7025433036824 -32.9812200098196,-60.7018411569901 -32.9811541976979,-60.7005251018869 -32.9810712464757,-60.7003236420842 -32.9810770735721,-60.7002794710857 -32.9817269192475,-60.7002295789999 -32.982710653,-60.7027120606714 -32.9828236622996)))","2475","20812","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7273537940027 -32.9610669401932,-60.727343238739 -32.9606341743819,-60.7273700715883 -32.959840849346,-60.7263584617716 -32.9598133735536,-60.7250948665925 -32.9597685464063,-60.7250594099358 -32.9605494271165,-60.7250778172425 -32.9609829322444,-60.7273537940027 -32.9610669401932)))","2476","11005","SÍ, SÓLO EN UN SECTOR DEL BARRIO","Otro, especificar",Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7245699527172 -32.8610783658199,-60.7248462010812 -32.8611012084279,-60.7248417863763 -32.8612238697868,-60.7278498421875 -32.8613693996052,-60.729298 -32.8614351578125,-60.7308082753059 -32.8615101282329,-60.7308948645571 -32.8612962136236,-60.7311186147304 -32.8613444048743,-60.7306509375082 -32.8617723906394,-60.7308498697868 -32.861926484377,-60.7314792628906 -32.8612425265625,-60.731816 -32.860476,-60.7320894367294 -32.8598178586909,-60.7321152165532 -32.8596025324719,-60.731785 -32.8595274214843,-60.7317556628864 -32.8591312774767,-60.7309833160156 -32.8591023792989,-60.7309448421874 -32.8598417898437,-60.7308478072951 -32.8612819687541,-60.7282489635244 -32.8611825103932,-60.7284037083278 -32.860027484377,-60.7282578697868 -32.8599361302131,-60.7283578697868 -32.8590002916721,-60.7281759270489 -32.8590012916721,-60.727686 -32.86109,-60.7253767708195 -32.8610580624917,-60.725137322918 -32.8588546145902,-60.7243438109416 -32.8588286807284,-60.7243602105468 -32.8596148661403,-60.724647663678 -32.8596042417927,-60.7246375991303 -32.8600116040247,-60.7246396084072 -32.8601929099965,-60.7246519687541 -32.8604740677214,-60.7245699527172 -32.8610783658199)))","2477","23821","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Granadero Baigorria
"MULTIPOLYGON (((-60.7490677298617 -32.9180598297301,-60.7512752435043 -32.9181566151367,-60.7512690752801 -32.9175908396852,-60.751214834607 -32.9170850897805,-60.7491108775537 -32.9170037875356,-60.7490677298617 -32.9180598297301)))","2478","12577","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7069261362313 -32.9741078163578,-60.706933865092 -32.9739980860606,-60.7069834048119 -32.9733165164402,-60.7063036486456 -32.9732785164993,-60.7057465305891 -32.9732694472547,-60.7057356538056 -32.9741122219842,-60.7066984386586 -32.9741776186912,-60.7066496241178 -32.974449706863,-60.706453976867 -32.974797718973,-60.7063896208756 -32.9748751835659,-60.7064198427044 -32.9768579567271,-60.7091808930744 -32.9769411242024,-60.709342414055 -32.975274977196,-60.7094596329542 -32.974268447451,-60.7069127945316 -32.974203050744,-60.7069261362313 -32.9741078163578)))","2479","20290","SÍ, TODO EL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7093830450869 -32.9749551142201,-60.7092751272383 -32.9762116477262,-60.7111319971464 -32.9762621472759,-60.711128508684 -32.9759680025718,-60.7107840420497 -32.9759528878045,-60.7107903753906 -32.9754747565853,-60.7104483578832 -32.9754655093948,-60.7104620601158 -32.9750140601158,-60.7093830450869 -32.9749551142201)))","2480","18830","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.712797440667 -32.9728680466776,-60.7131119817495 -32.9728667121485,-60.7130982947149 -32.9724055014483,-60.71275687239 -32.9724133910334,-60.7127479294866 -32.9725031144296,-60.7125343260436 -32.9725079193602,-60.712531233501 -32.9725694623361,-60.7128036745771 -32.9725667410202,-60.712797440667 -32.9728680466776)))","2481","12565","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6897818581575 -33.0139720067426,-60.6897670564112 -33.0101468126162,-60.68947078261 -33.0101350109529,-60.6894754211609 -33.0112237976185,-60.6893935572818 -33.0112598393951,-60.6894989601073 -33.0120871945022,-60.6895246586638 -33.0134520148581,-60.6894027672894 -33.0134445508273,-60.6893843255451 -33.013988923024,-60.6897818581575 -33.0139720067426)))","2482","15118","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6971388321847 -32.9785764472243,-60.6983539480337 -32.9785922279496,-60.6984097817585 -32.976575,-60.697139 -32.976597,-60.6971304375865 -32.9775428796491,-60.6964398713353 -32.9775216121945,-60.6964152276117 -32.9779765429161,-60.696506992178 -32.9779763820305,-60.6964996561527 -32.9781434084885,-60.6971378384539 -32.9781465790144,-60.6971388321847 -32.9785764472243)))","2483","18831","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6962303388419 -32.9794442776443,-60.6957405663923 -32.9794056073925,-60.6957215443254 -32.9795652478464,-60.6958029627874 -32.9795761481366,-60.695804752925 -32.9795040257368,-60.6962267882405 -32.9795087459281,-60.6962303388419 -32.9794442776443)))","2484","12158","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6970663368702 -32.9815353914215,-60.6969549969993 -32.9815331817897,-60.6969305500388 -32.9821442848611,-60.6970405206084 -32.9821510346955,-60.6970663368702 -32.9815353914215)))","2485","12157","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6625613362211 -33.0236484467095,-60.6602402594037 -33.0234784776353,-60.6585587376457 -33.0220977205875,-60.6565857049999 -33.020881227,-60.6565955357542 -33.0169156009621,-60.6562842147702 -33.0169143450531,-60.6561868219999 -33.0190897539999,-60.6562267146006 -33.0211362407188,-60.656363371077 -33.0211718764153,-60.6571491348163 -33.0215539378592,-60.6574428484861 -33.0216633044426,-60.6578209458024 -33.0218667206671,-60.6580655745868 -33.0219968763377,-60.658038091772 -33.0220663596061,-60.6584566199775 -33.0224043650094,-60.6585534018417 -33.0224749739617,-60.6586278026207 -33.0224588884944,-60.6590039282167 -33.0231269722405,-60.6599088718188 -33.0244795069904,-60.661517670136 -33.0245536439139,-60.6622916210166 -33.0244954870781,-60.6625613362211 -33.0236484467095)))","2486","18217","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6959763037013 -32.9024819138608,-60.695870786083 -32.9027838042459,-60.6958136808292 -32.9031577661742,-60.6956589947874 -32.9031369548581,-60.695008373 -32.9049909779999,-60.69519697754 -32.905026467503,-60.696132183767 -32.9025130157412,-60.6959763037013 -32.9024819138608)))","2487","15236","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.700976951458 -32.903413947696,-60.7010313165419 -32.9035493057789,-60.703292097152 -32.9039877122175,-60.7034508947317 -32.90349561236,-60.7014647124549 -32.9031564818182,-60.700976951458 -32.903413947696)))","2488","10868","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7054256115471 -32.968684085925,-60.7047884293164 -32.9686551594828,-60.7047715432964 -32.9692410436057,-60.7054313239335 -32.9692296188328,-60.7054256115471 -32.968684085925)))","2489","11346","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7069129167695 -32.9678550966304,-60.7068862305604 -32.9684489702036,-60.7073136614567 -32.9684667103423,-60.7073446782436 -32.9678554323521,-60.7069129167695 -32.9678550966304)))","2490","11685","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6886131255157 -32.9867887973663,-60.6868708998379 -32.9867130589097,-60.686512016074 -32.9877577027565,-60.688645785248 -32.9880080940371,-60.6886131255157 -32.9867887973663)))","2491","16918","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6855376721478 -32.9907772919397,-60.6866222332906 -32.9908752930897,-60.6869614496827 -32.9894444917415,-60.686174556613 -32.9893334098285,-60.6855376721478 -32.9907772919397)))","2492","16922","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.702751932 -32.982625989,-60.702737605 -32.9827108609999,-60.702744411 -32.982844674,-60.7036813941089 -32.9828752385018,-60.7037175655871 -32.9826485982635,-60.702751932 -32.982625989)))","2493","20811","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7039822911794 -32.9789704784726,-60.7024714483702 -32.9789085365352,-60.7024485420939 -32.9794654009768,-60.7039529395013 -32.979608963572,-60.7039822911794 -32.9789704784726)))","2494","12205","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6901257021361 -32.9979130510923,-60.6901126719165 -32.9979142632058,-60.6900927560881 -32.9968530340624,-60.689878613 -32.9968584009999,-60.690053937 -32.995105302,-60.690506823 -32.995139117,-60.690554 -32.993561,-60.690578 -32.993162,-60.690655793 -32.992666416,-60.690645203 -32.992468226,-60.690636705 -32.9920884049999,-60.689903 -32.992058,-60.6889857959999 -32.992088329,-60.688955216 -32.9924088989999,-60.688993785 -32.994189841,-60.688995769 -32.9988929269999,-60.6891303099999 -32.99936987,-60.689409895 -33.000268314,-60.689605178 -33.000182406,-60.689740608 -32.999854652,-60.690055098 -32.9998116309999,-60.690815511 -32.9994289599999,-60.692386524 -32.9985215249999,-60.692404118 -32.9984050369999,-60.690579928 -32.998336423,-60.690577837 -32.9979181639999,-60.69012255 -32.9979435459999,-60.6901257021361 -32.9979130510923)))","2495","21338","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7245866510292 -32.8597352434965,-60.7243180768559 -32.8597240770742,-60.7243132865901 -32.8604434777174,-60.7246045849402 -32.8604532536636,-60.7245866510292 -32.8597352434965)))","2496","17078","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Granadero Baigorria
"MULTIPOLYGON (((-60.7049562665913 -32.9075036115971,-60.7055430138089 -32.907146467191,-60.7068097302238 -32.9061135750016,-60.708765579 -32.9043340379999,-60.7085783443692 -32.9042079508534,-60.707669588089 -32.9049768665733,-60.7074249097188 -32.9049201137364,-60.7074346447594 -32.9048650478796,-60.7064079180891 -32.9046529344712,-60.7029770041813 -32.9072551414333,-60.7029032899109 -32.9074404105287,-60.703919244 -32.907454897,-60.704711502 -32.9074821665733,-60.704858706 -32.9073880982672,-60.7049562665913 -32.9075036115971)))","2497","20837","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6858233926359 -32.9824275953506,-60.6860597262874 -32.9824359120525,-60.6860485836648 -32.9826043846115,-60.6886288598778 -32.9826893897752,-60.6887429272347 -32.9807317499581,-60.6888648517934 -32.97954238781,-60.6889005664426 -32.978223461111,-60.6875855075855 -32.9782351225855,-60.687719463579 -32.9788203118536,-60.686456015393 -32.9790325479325,-60.6855239376406 -32.9792027729844,-60.685559 -32.980107,-60.685539 -32.980291,-60.68554 -32.980433,-60.6854973429529 -32.9809743586408,-60.6852368353038 -32.9810098434916,-60.685109239 -32.9816918399999,-60.6850545221395 -32.9824186048043,-60.6858233926359 -32.9824275953506)))","2498","18873","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6834003136602 -32.9783761695645,-60.6834577256758 -32.9783685195098,-60.6833625486946 -32.9780384522218,-60.6833016916672 -32.9780452934513,-60.6834003136602 -32.9783761695645)))","2499","12413","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.664367455267 -32.9880459902597,-60.6641669381671 -32.9880441795534,-60.6622384119466 -32.9909392365728,-60.6622371904688 -32.9910604794695,-60.6623972075332 -32.9910639332289,-60.664367455267 -32.9880459902597)))","2500","15668","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6926534576747 -32.958729596,-60.692025976 -32.958714901,-60.6919475176626 -32.9587902779878,-60.6918970613495 -32.9589752282891,-60.6912247501325 -32.9591538413613,-60.6909329909638 -32.9592545978313,-60.6907303529277 -32.9594909844216,-60.6902009579638 -32.9599199416987,-60.6897881631992 -32.960262925757,-60.6896065733975 -32.9603788788795,-60.689151774375 -32.9607086448165,-60.6888729478529 -32.9608591636303,-60.688576582656 -32.9610120305619,-60.6879640273494 -32.9612548016626,-60.6877157139182 -32.9613733054516,-60.687117524 -32.9615585068312,-60.686800945 -32.9616127026144,-60.6863575881846 -32.9617151555215,-60.686350990019 -32.9617154511907,-60.6862215333925 -32.9617212522488,-60.6850435140723 -32.9619280980963,-60.6850960156024 -32.9622058294698,-60.6855117256386 -32.9621287789058,-60.6855599315662 -32.9622038191686,-60.6861350826024 -32.9620556689397,-60.6862600756024 -32.9620357328072,-60.6863844093012 -32.9619345054939,-60.686618589 -32.961930002,-60.6866389838313 -32.9620218741687,-60.6871800330121 -32.9618840190361,-60.6876380809999 -32.9619240703012,-60.687820454421 -32.9620475704221,-60.6879602286474 -32.9624922203522,-60.688123 -32.963191,-60.6887409652736 -32.9630699451912,-60.6888487252478 -32.9634743911248,-60.6889891113054 -32.9634516611777,-60.6890259423706 -32.963542372248,-60.6889805831416 -32.9635723534334,-60.6890277910616 -32.9637607907354,-60.6890030303144 -32.9639697205426,-60.6890451626119 -32.9642050171884,-60.6898329626987 -32.9641117170843,-60.6901657209638 -32.9640855379518,-60.6905872393566 -32.9639023342529,-60.6910044278074 -32.9637078717186,-60.6913882460866 -32.9635635917197,-60.6916335709155 -32.9634800884819,-60.6924459182758 -32.9635015929267,-60.6924786399999 -32.962588415,-60.6925221685131 -32.9610408408301,-60.6925468940903 -32.9609921119469,-60.6925690223373 -32.9601960941325,-60.6926235833374 -32.959168484964,-60.6926534576747 -32.958729596)))","2501","23913","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6391820995771 -33.0367706704813,-60.638575686077 -33.0367892732796,-60.6385472365441 -33.0375089994228,-60.6384819665053 -33.0381868788682,-60.6388936292332 -33.0382086706804,-60.6391219239292 -33.0382196603729,-60.6391820995771 -33.0367706704813)))","2502","13280","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.6410309672356 -33.0355412528076,-60.6413145996483 -33.0352614757588,-60.6404542133289 -33.0348665865845,-60.6401900880386 -33.0352344216009,-60.6410309672356 -33.0355412528076)))","2503","18649","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.7382758207734 -32.7633278355199,-60.7381606694391 -32.7628337991501,-60.7372171154389 -32.7629952618536,-60.7372644609999 -32.763171755,-60.7374782654068 -32.763144514309,-60.7375975461701 -32.7634372896942,-60.7382758207734 -32.7633278355199)))","2504","18982","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,San Lorenzo,San Lorenzo
"MULTIPOLYGON (((-60.644409179 -33.0204683709999,-60.643669197 -33.0193088629999,-60.63931825 -33.0258042139999,-60.641290837 -33.0258246559999,-60.64139799 -33.023993654,-60.641587487 -33.0237277529999,-60.646874854 -33.023878205,-60.646903594 -33.022672562,-60.6463477532634 -33.0223736998635,-60.6452675137081 -33.0223028842973,-60.6446824667027 -33.0220555791189,-60.6444329608756 -33.021614340843,-60.644409179 -33.0204683709999)))","2505","23407","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.6796310432467 -33.0240616114456,-60.6759350397558 -33.0241963180643,-60.6758688390255 -33.0252741861846,-60.6797040626407 -33.025091748434,-60.6796310432467 -33.0240616114456)))","2506","12746","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.7266741099029 -32.9617855359595,-60.7266866446776 -32.9610847612738,-60.7257310234782 -32.9610381405308,-60.7257155096511 -32.961540607177,-60.7250484846762 -32.961500473922,-60.7250207044841 -32.9624652912706,-60.7272057962707 -32.9624971404264,-60.7272381843018 -32.9621051664044,-60.7272735384076 -32.9620738777092,-60.7272876641577 -32.9618054931217,-60.7266741099029 -32.9617855359595)))","2507","18593","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.5899792735774 -33.0292804911227,-60.5906252190471 -33.0288958768698,-60.5900443418224 -33.0285430437164,-60.5897993376994 -33.0286746339494,-60.5893653660505 -33.0287662958909,-60.5891653948829 -33.0288552969201,-60.5888524106941 -33.0292609439999,-60.58942258358 -33.0293636161967,-60.5899792735774 -33.0292804911227)))","2508","19299","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.6936031765567 -32.9112503857235,-60.6930542603745 -32.9111418020229,-60.6931220215196 -32.9114257889711,-60.693148464221 -32.912013302394,-60.6936650589898 -32.9119317347989,-60.6936031765567 -32.9112503857235)))","2509","15244","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6920990958826 -32.9136290017717,-60.6928799708872 -32.9136612227133,-60.6928765722374 -32.9131990063412,-60.6919754206629 -32.9131764126167,-60.6920990958826 -32.9136290017717)))","2510","15243","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6938303054656 -32.9092255692447,-60.6934353070587 -32.9091572449614,-60.6930206473389 -32.910610779631,-60.6928034202277 -32.9110813546814,-60.6937381658808 -32.911253415918,-60.6938303054656 -32.9092255692447)))","2511","15235","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.6012080793776 -33.0252813509728,-60.6026792869002 -33.0253055849546,-60.6026988189365 -33.0247612980543,-60.601934 -33.024736,-60.601942 -33.024493,-60.60039 -33.024453,-60.600404 -33.023405,-60.5977325320362 -33.0232364261994,-60.5965965320362 -33.0233694261994,-60.5954796359999 -33.023939519,-60.594344625 -33.024995234,-60.5937088649818 -33.0252997731359,-60.5934924699999 -33.0259075389999,-60.592802078 -33.026530825,-60.592143931 -33.027185565,-60.592113465 -33.027734445,-60.592547684 -33.0277551739999,-60.5925439759999 -33.027844161,-60.592912848 -33.027867773,-60.592928872 -33.0272457,-60.5934119569999 -33.027280897,-60.5938693607008 -33.0269139330906,-60.593637911 -33.0264695889999,-60.5945274819999 -33.0256102279999,-60.5952475584955 -33.025416,-60.5970968506814 -33.0256573210632,-60.6012185738005 -33.0259251434501,-60.6012080793776 -33.0252813509728)))","2512","19845","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOLYGON (((-60.7516592068375 -32.9369729877496,-60.752249605499 -32.9395814409876,-60.7525255656444 -32.9395810289628,-60.7519762353228 -32.9369747257432,-60.7516592068375 -32.9369729877496)))","2513","12398","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,Rosario
"MULTIPOLYGON (((-60.573215 -33.05399,-60.572865 -33.054045,-60.572623 -33.054261,-60.572483 -33.054586,-60.572326 -33.054804,-60.572126 -33.055291,-60.571864 -33.056268,-60.5722292978557 -33.0563917101209,-60.573215 -33.05399)))","2514","19931","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Santa Fe,Rosario,Pueblo Esther
"MULTIPOLYGON (((-60.5354425589999 -33.100223613,-60.536959 -33.098993,-60.5365985459999 -33.098784668,-60.5361573911437 -33.099280765256,-60.535982 -33.099478,-60.535725 -33.099604,-60.5351261389999 -33.100239469,-60.534992959 -33.1001381309999,-60.534716 -33.100188,-60.5345917426831 -33.1003021805401,-60.5348493531346 -33.1004482497844,-60.5353086138701 -33.1006392866065,-60.5354425589999 -33.100223613)))","2515","20572","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Santa Fe,Rosario,General Lagos
