WKT,id,provincia,departamen,localidad,tipo
"MULTIPOLYGON (((-64.0462778050018 -31.4242224013586,-64.0458637578514 -31.4235160856314,-64.0455105999878 -31.4236419234909,-64.0452061535537 -31.4238854806381,-64.0446946835444 -31.4242386385017,-64.0450640785511 -31.4250220806588,-64.045047841408 -31.4253346456645,-64.0453644656994 -31.4255984992408,-64.0453482285563 -31.4260287835343,-64.0453847621284 -31.4264205046129,-64.0463265164312 -31.4259760128191,-64.0469212017992 -31.4256837442423,-64.047231737162 -31.4256025585265,-64.0470165950152 -31.425190541019,-64.0469313500137 -31.4250017842299,-64.0464381467904 -31.4248901538707,-64.0461073149987 -31.4245512035074,-64.0458637578514 -31.4242264606444,-64.0458434614225 -31.4241655713575,-64.0462778050018 -31.4242224013586)))","115",Córdoba,Colón,Malvinas Argentinas,Sin datos
"MULTIPOLYGON (((-64.0440857906762 -31.4239626070681,-64.0436960992405 -31.4240722077844,-64.0436960992405 -31.4240722077844,-64.0437082770979 -31.4242102235012,-64.0437975813852 -31.424291409217,-64.0440066346033 -31.4245512035074,-64.0437224845981 -31.4247541677968,-64.043763077456 -31.4250139620873,-64.0440025753175 -31.4253021713782,-64.0442258360359 -31.4252859342351,-64.0444288003253 -31.4248312942268,-64.0440857906762 -31.4239626070681)))","116",Córdoba,Colón,Malvinas Argentinas,Sin datos
"MULTIPOLYGON (((-64.058056491032 -31.4181875021559,-64.0578826230712 -31.4181626638758,-64.0578205273708 -31.4182495978562,-64.0577460125305 -31.4184483040972,-64.0578230716163 -31.4184772474066,-64.0578674784333 -31.4185542192228,-64.0580068144718 -31.4186842677584,-64.0581279984266 -31.4186529010384,-64.058218785697 -31.4186015864943,-64.0583297121134 -31.4185849146379,-64.0583806238746 -31.4185927051309,-64.0584250306916 -31.4185561928591,-64.0584418066003 -31.4185058651332,-64.0584290652339 -31.4184483040972,-64.0583545503935 -31.4183241126966,-64.0582427781329 -31.4182123404361,-64.058056491032 -31.4181875021559)))","117",Córdoba,Capital,Córdoba Capital,Sin datos
"MULTIPOLYGON (((-58.64913513359 -27.4526484725451,-58.6487548742573 -27.4526607389752,-58.6486199435263 -27.452783403276,-58.6483886337018 -27.4529568856444,-58.6483325585929 -27.4530690358623,-58.6481830249689 -27.4532933362982,-58.6482274177636 -27.4535807212317,-58.6481830249689 -27.4539288541998,-58.6483746149246 -27.4542676413165,-58.6486076770962 -27.4546724335094,-58.6487916735475 -27.4548318971005,-58.6491964657404 -27.4547705649501,-58.6495767250731 -27.4547828313802,-58.6499569844058 -27.4545375027784,-58.6500428494164 -27.454341239897,-58.650128714427 -27.4541081777254,-58.6503863094588 -27.4541695098758,-58.6505335066199 -27.4538873819838,-58.6505089737597 -27.4537156519626,-58.6504721744694 -27.4532740604795,-58.6503863094588 -27.4530777975981,-58.6503863094588 -27.4529060675769,-58.6504231087491 -27.4528324689964,-58.6505457730499 -27.4527343375557,-58.6506316380606 -27.4525258082442,-58.6504353751792 -27.4524767425238,-58.6500919151367 -27.4525503411044,-58.6495662109902 -27.4525643598816,-58.64913513359 -27.4526484725451)))","118",Corrientes,San Cosme,Santa Ana De Los Guácaras,Sin datos
"MULTIPOLYGON (((-57.9604542066669 -34.8817399688888,-57.960583843894 -34.8817463865733,-57.9606647067188 -34.8817399688888,-57.9607596884495 -34.881711731077,-57.9608867586028 -34.8816757920438,-57.960975322649 -34.8816424200843,-57.9610741549904 -34.8816090481249,-57.9611652861104 -34.8815731090916,-57.9612628349149 -34.8815269017632,-57.9613424142028 -34.8814652919919,-57.9614065910479 -34.8813677431874,-57.9615298105905 -34.8811649443569,-57.9616478959854 -34.8808491942791,-57.9616787008711 -34.8807131393676,-57.9617249081995 -34.8805796515298,-57.9617531460114 -34.8804358953968,-57.9618044874874 -34.8802998404853,-57.9617942191923 -34.8802048587546,-57.9617557130853 -34.8801458160571,-57.9616864020926 -34.8800867733596,-57.9616992374616 -34.8800328648098,-57.9617223411258 -34.8799763891861,-57.9617711155281 -34.8799969257765,-57.9618275911517 -34.8799353160053,-57.9618121887089 -34.8798968098982,-57.9618789326278 -34.8798223647579,-57.9619636460633 -34.8797735903557,-57.9620560607202 -34.8797633220604,-57.9620637619416 -34.8798172306103,-57.9621099692701 -34.879873706234,-57.9621690119676 -34.8799481513743,-57.9622562924769 -34.8799892245551,-57.9623872132408 -34.8800071940717,-57.9624821949715 -34.8799917916289,-57.9625515059642 -34.8799327489315,-57.9625977132927 -34.879873706234,-57.9626516218426 -34.8798146635365,-57.9627337682043 -34.8797658891342,-57.9628441523778 -34.8797479196176,-57.962944268256 -34.8796991452153,-57.9636938538066 -34.8790727792074,-57.963779850779 -34.8790201541944,-57.9638478782348 -34.8789585444232,-57.9638478782348 -34.8789046358733,-57.9637965367586 -34.8788520108603,-57.9637939696849 -34.8788032364581,-57.9638119392016 -34.8787557455927,-57.9638940855632 -34.8787185230225,-57.9639787989988 -34.8787172394857,-57.9640301404748 -34.8787608797403,-57.9640866160985 -34.8788199224378,-57.964171329534 -34.878855861471,-57.9642740124861 -34.878855861471,-57.9644229027667 -34.8788378919544,-57.9645255857187 -34.8788468767127,-57.9647360857706 -34.8789136206316,-57.9649414516748 -34.8789495596648,-57.965018463889 -34.8789508432018,-57.9650800736602 -34.8788930840411,-57.9652751712692 -34.8786055717752,-57.9653778542214 -34.8783745351329,-57.9654394639927 -34.8782307789999,-57.9655934884208 -34.8780767545718,-57.9657988543251 -34.8779586691768,-57.9659785494913 -34.8778713886675,-57.9660921425072 -34.8778206889599,-57.9661364245303 -34.8778091371278,-57.9661627370368 -34.8777975852957,-57.9661794230165 -34.8777706310208,-57.9661871242379 -34.8777244236923,-57.9661819900903 -34.8776949023436,-57.9661511852047 -34.8776018459182,-57.9661614534999 -34.877474775765,-57.9661742888689 -34.8773900623294,-57.9661999596069 -34.8772860958404,-57.9662474504723 -34.8772334708275,-57.9662679870627 -34.8771898305728,-57.9663000754852 -34.877148757392,-57.9663385815923 -34.8771051171373,-57.9663835053838 -34.877070461641,-57.9664258621016 -34.8770589098088,-57.9664746365038 -34.8770730287148,-57.9665323956644 -34.8770986994528,-57.9665798865298 -34.877108967748,-57.9666209597106 -34.877096132379,-57.9666671670391 -34.8770781628624,-57.9667185085151 -34.8770807299362,-57.9667865359709 -34.8770781628624,-57.9668532798898 -34.87708329701,-57.9669225908825 -34.8770678945672,-57.9669848424222 -34.877056342735,-57.9670349003614 -34.8770358061446,-57.9670599293309 -34.8770139860173,-57.9671189720284 -34.876978046984,-57.9671735223467 -34.8769459585615,-57.9672344903496 -34.8769138701389,-57.9672961001208 -34.8768959006223,-57.967384664167 -34.8768586780522,-57.9674308714955 -34.8768407085356,-57.9674591093073 -34.8768304402404,-57.9674809294347 -34.8768034859654,-57.9674976154144 -34.8767726810798,-57.9675143013941 -34.8767328914358,-57.9675322709107 -34.8767008030133,-57.9675746276285 -34.8766712816646,-57.9675977312927 -34.8766366261682,-57.9676208349569 -34.876600687135,-57.9676362373997 -34.876560897491,-57.9676169843462 -34.8765211078471,-57.9675958059873 -34.8764851688138,-57.9674950483406 -34.8763311443856,-57.967462959918 -34.8762759522989,-57.967450124549 -34.876247714487,-57.9674668105287 -34.8762207602121,-57.9674931230351 -34.8762130589907,-57.9675348379845 -34.8761886717896,-57.9675746276285 -34.8761925224003,-57.9676144172724 -34.8762207602121,-57.9676426550842 -34.87620920838,-57.9676400880104 -34.876183537642,-57.9676131337355 -34.8761398973873,-57.9675797617761 -34.8760872723743,-57.9674212449687 -34.8759512174628,-57.9670162890763 -34.8756059460363,-57.9669610969895 -34.8755623057816,-57.9669469780836 -34.8755263667484,-57.9669482616205 -34.8754955618627,-57.9669662311371 -34.8754673240509,-57.9670047372442 -34.8754211167224,-57.9670214232239 -34.8753838941523,-57.9670265573715 -34.8753466715821,-57.9669996030965 -34.8753145831596,-57.9669700817478 -34.875296613643,-57.9669315756407 -34.8752927630323,-57.9668853683123 -34.8752670922942,-57.9668134902458 -34.8752144672813,-57.9666928377771 -34.8751169184768,-57.9665670511607 -34.8750039672294,-57.9664695023562 -34.8749192537939,-57.9663462828136 -34.8748602110964,-57.9662461669353 -34.8748499428012,-57.9660330998097 -34.8748602110964,-57.9657892277984 -34.8749012842773,-57.9655575493876 -34.8749808635652,-57.9651160126934 -34.8751040831077,-57.9649209150844 -34.8751964977646,-57.964705280885 -34.8754121319641,-57.9646436711137 -34.8755456198018,-57.9645820613424 -34.8759460833151,-57.9645358540139 -34.8764543639281,-57.9645307198663 -34.8765365102898,-57.9644742442427 -34.8766494615372,-57.9643766954382 -34.8766854005704,-57.9640275734009 -34.8766545956848,-57.9633087927361 -34.876495437109,-57.9627331264357 -34.8764428120961,-57.9625662666385 -34.8764184248949,-57.9624982391828 -34.876431260264,-57.9624802696661 -34.8764633486865,-57.9624661507602 -34.8765057054042,-57.9624507483174 -34.8766109554302,-57.9624513900858 -34.8767521444893,-57.9625945044504 -34.8781614680073,-57.9626111904301 -34.878269285107,-57.9625932209135 -34.8783296113414,-57.9625521477326 -34.8783937881864,-57.962494388572 -34.8784592485684,-57.9624462559382 -34.8785593644467,-57.9623795120193 -34.8787185230225,-57.962299290963 -34.8788763980614,-57.962220995212 -34.8790021846778,-57.9621722208097 -34.8790586603014,-57.9621041933539 -34.8791331054417,-57.9619630042948 -34.8792986817021,-57.9619232146508 -34.8793538737888,-57.9618936933021 -34.8794129164863,-57.9618590378057 -34.8794860780897,-57.9618051292559 -34.8795541055455,-57.9617666231488 -34.8796195659274,-57.9617191322835 -34.8797248159534,-57.9616883273978 -34.8797851421877,-57.9616446871432 -34.8798018281675,-57.9615638243184 -34.8798249318317,-57.9614957968626 -34.8798153053049,-57.9614502313026 -34.8797633220604,-57.9613193105386 -34.8796067305584,-57.9611524507414 -34.8794835110159,-57.9608174476101 -34.8791780292333,-57.9606467372022 -34.8790188706575,-57.9605812768202 -34.8789765139397,-57.960427252392 -34.8788019529211,-57.9604336700766 -34.8788289071961,-57.9603155846816 -34.8787660138879,-57.9602642432056 -34.8787236571702,-57.9602218864878 -34.8786915687476,-57.9601808133069 -34.878660763862,-57.9601192035357 -34.8786286754394,-57.9600794138917 -34.8785863187217,-57.9600588773013 -34.8785208583397,-57.9600126699728 -34.8784605321053,-57.9599523437385 -34.8784181753876,-57.959840676028 -34.8783398796366,-57.9597675144246 -34.878307791214,-57.9597071881903 -34.8782795534022,-57.9596545631773 -34.8782474649797,-57.9594684503266 -34.8780562179813,-57.9594132582398 -34.8780048765053,-57.9593670509113 -34.877995891747,-57.9593400966364 -34.8779971752839,-57.9592977399186 -34.8779971752839,-57.9592335630736 -34.8779792057672,-57.9591514167119 -34.8779522514923,-57.9590500172966 -34.877877806352,-57.9589216636065 -34.8778020776748,-57.95884978554 -34.8777776904737,-57.9587394013665 -34.8777250654607,-57.9586726574476 -34.8776852758168,-57.9586187488977 -34.8776596050787,-57.9585558555895 -34.8776377849514,-57.9585019470397 -34.8776262331193,-57.9584660080064 -34.8776198154348,-57.9584287854363 -34.877617248361,-57.9584018311614 -34.8775902940861,-57.9583838616447 -34.8775607727373,-57.9583556238329 -34.8775453702945,-57.9583094165044 -34.8775196995565,-57.9582786116188 -34.8775119983351,-57.9582452396594 -34.877513281872,-57.9581913311095 -34.8774786263756,-57.9581515414655 -34.8774773428387,-57.958132288412 -34.8774991629661,-57.958132288412 -34.8775376690731,-57.9581091847478 -34.8775864434754,-57.9580873646205 -34.8776236660455,-57.9580385902182 -34.8777468855881,-57.9580206207016 -34.8778444343926,-57.9579795475207 -34.8781357972692,-57.9578819987162 -34.8783514314686,-57.9577947182069 -34.8786286754394,-57.9577844499117 -34.8788956511149,-57.9578255230925 -34.8792396390045,-57.9585751086431 -34.880121428856,-57.958980706304 -34.8805886362881,-57.9591295965845 -34.8807683314544,-57.9594171088504 -34.8810417248143,-57.9594607491051 -34.8810853650691,-57.959501822286 -34.8810917827536,-57.9595428954668 -34.8810827979952,-57.9596481454928 -34.8810673955524,-57.9597290083176 -34.8810558437203,-57.9598162888269 -34.8810571272572,-57.9598830327458 -34.8810635449417,-57.9599407919063 -34.8810956333642,-57.9600717126702 -34.8813908468515,-57.9601461578105 -34.8814935298037,-57.9602283041722 -34.8815756761654,-57.9603335541982 -34.8816860603389,-57.9604542066669 -34.8817399688888)))","99",Buenos Aires,La Plata,Tolosa,Laguna
"MULTIPOLYGON (((-58.8504728608404 -34.3898939824656,-58.850170051274 -34.3903057296199,-58.8497232225237 -34.3909261199509,-58.8495293505452 -34.3911809231226,-58.8494702657518 -34.3912898607105,-58.8493760993622 -34.3914578830918,-58.8494037953592 -34.391465268691,-58.8494314913561 -34.3914874254886,-58.8494647265524 -34.3915095822861,-58.8495293505452 -34.3915649742799,-58.8495755105401 -34.3916111342748,-58.8496068993366 -34.3915852846777,-58.8496438273325 -34.3915538958812,-58.8496641377302 -34.3915225070847,-58.8496826017282 -34.3914874254886,-58.8497047585257 -34.3914431118935,-58.8497102977251 -34.3914172622964,-58.8497306081228 -34.3913987982984,-58.8497583041198 -34.3913895662994,-58.8497860001167 -34.3913858734998,-58.8498155425134 -34.3914080302974,-58.8498413921105 -34.3914191086961,-58.8498561633089 -34.3914006446982,-58.8498746273068 -34.3913858734998,-58.8498949377046 -34.3913914126992,-58.8499170945021 -34.391411723097,-58.8499466368988 -34.3914191086961,-58.8499687936964 -34.3913803343005,-58.8500057216923 -34.3913711023015,-58.8500334176892 -34.3913600239027,-58.8500389568886 -34.3913249423066,-58.8500611136861 -34.3912935535101,-58.8500684992853 -34.391258471914,-58.8500998880818 -34.3912067727197,-58.8501423552771 -34.3911809231226,-58.8501774368732 -34.3911458415265,-58.8501922080716 -34.3911199919294,-58.8502051328701 -34.3910590607361,-58.850232828867 -34.3910129007413,-58.8502789888619 -34.3909593551472,-58.8503122240582 -34.3909501231482,-58.8503454592545 -34.3909371983497,-58.8503602304529 -34.3909131951523,-58.8503786944508 -34.390898423954,-58.8504248544457 -34.3908633423579,-58.850448857643 -34.390826414362,-58.8504820928393 -34.3907913327659,-58.8505577952309 -34.3906934735767,-58.8505947232268 -34.3906436207823,-58.8506298048229 -34.3906085391862,-58.8506593472197 -34.3905845359888,-58.8506999680151 -34.3905420687936,-58.8507202784129 -34.3904866767997,-58.8507498208096 -34.3904608272026,-58.8507775168065 -34.3904442096044,-58.8507904416051 -34.3904183600073,-58.8508162912022 -34.3903722000124,-58.8508679903965 -34.3902928048213,-58.8508864543944 -34.3902632624245,-58.8509363071889 -34.3902651088243,-58.8509455391879 -34.390241105627,-58.8509344607891 -34.3902207952293,-58.8508975327932 -34.3902171024297,-58.8508624511971 -34.3902263344286,-58.8508107520028 -34.3902041776311,-58.8507572064088 -34.3901894064327,-58.8507295104119 -34.3901727888346,-58.850674118418 -34.3901377072385,-58.8506556544201 -34.3901210896403,-58.8506150336246 -34.3901100112416,-58.8505891840275 -34.3900804688448,-58.8505688736297 -34.3900380016496,-58.8505559488312 -34.3900213840514,-58.8505153280357 -34.3900029200535,-58.8504913248383 -34.3899863024553,-58.8505153280357 -34.3899419888602,-58.8505079424365 -34.3899142928633,-58.8504728608404 -34.3898939824656)))","100",Buenos Aires,Pilar,Villa Rosa,Humedal
"MULTIPOLYGON (((-60.4607055795625 -35.127988372942,-60.4566527991764 -35.1243221504933,-60.4566527991764 -35.1243221504933,-60.4566527991764 -35.1243221504933,-60.4547856514041 -35.1257711349624,-60.4550287696037 -35.1260337026179,-60.4552232641633 -35.1259267306101,-60.4556219780105 -35.1262962702734,-60.4552038147073 -35.1265393884729,-60.4554761070908 -35.1267436077605,-60.4559817929458 -35.1271714957917,-60.456361057337 -35.1275702096389,-60.458686687 -35.1296314109999,-60.4607055795625 -35.127988372942)))","101",Buenos Aires,Bragado,Bragado,Humedal
"MULTIPOLYGON (((-64.1373870489316 -31.4005179147521,-64.1370593352895 -31.4002330024013,-64.136907601919 -31.400141962379,-64.1365812873176 -31.4001296486205,-64.1363849427927 -31.4012457602635,-64.1368068822196 -31.400971499636,-64.1372217893228 -31.401038306712,-64.1373870489316 -31.4005179147521)))","102",Córdoba,Capital,Córdoba Capital,Sin datos
"MULTIPOLYGON (((-64.1359933053471 -31.4016011427665,-64.1355807944359 -31.4014964758188,-64.1354320629201 -31.4016105620598,-64.1354109659488 -31.4016949499451,-64.1354250305964 -31.4018215317732,-64.1353375977047 -31.4020567518326,-64.1354422646523 -31.4021244775046,-64.1354883215104 -31.4022083095813,-64.1354607352901 -31.4024323214682,-64.1354607352901 -31.4024323214682,-64.1354461275677 -31.4026091520368,-64.1353617396823 -31.4028552833692,-64.1352021463607 -31.4028786952154,-64.135174440404 -31.403118813507,-64.1358578540031 -31.4030326171972,-64.1359933053471 -31.4016011427665)))","103",Córdoba,Capital,Córdoba Capital,Sin datos
"MULTIPOLYGON (((-64.1031583026052 -31.4065001392817,-64.0995537489653 -31.4069113436705,-64.0992078851974 -31.407144854785,-64.0994533256413 -31.4081000824586,-64.0997917282944 -31.4082889664127,-64.1007252037525 -31.4097768473973,-64.1036142781377 -31.4098990314009,-64.1031583026052 -31.4065001392817)))","104",Córdoba,Capital,Córdoba Capital,Sin datos
"MULTIPOLYGON (((-64.0979628637433 -31.4042240317387,-64.0961640763365 -31.4043696555294,-64.0958772472917 -31.4041048902573,-64.0950829514753 -31.4035974234857,-64.0942163903914 -31.4038387390258,-64.0931466676122 -31.4042609980176,-64.0934844748056 -31.405218118399,-64.0949201553777 -31.4050492148023,-64.0950167601573 -31.405494907936,-64.0952815254294 -31.4060244384803,-64.0953035892021 -31.406796670524,-64.0951735107727 -31.4074420157557,-64.0951491427933 -31.4077454127492,-64.0950167601573 -31.4081425606574,-64.0943107194316 -31.4079881142487,-64.0942726915903 -31.4082865337392,-64.0945092933857 -31.4089809840192,-64.0946858035671 -31.4091574942006,-64.0972566551322 -31.4102007745019,-64.0998109057546 -31.4099811549861,-64.0979628637433 -31.4042240317387)))","105",Córdoba,Capìtal,Córdoba Capital,Sin datos
"MULTIPOLYGON (((-64.1230473081324 -31.4095480546645,-64.1226505742684 -31.409505164517,-64.1222377565991 -31.4096981701806,-64.1219053579564 -31.4101753230711,-64.1209242458333 -31.4113708859314,-64.1212459219392 -31.4112314929522,-64.1220340283987 -31.4110170422149,-64.1228864700794 -31.4107597013302,-64.1230901982798 -31.4105291667876,-64.1230473081324 -31.4095480546645)))","106",Córdoba,Capital,Córdoba Capital,Sin datos
"MULTIPOLYGON (((-64.1235834349756 -31.4096177511541,-64.1234172356542 -31.4095963060804,-64.1233368166277 -31.4096391962279,-64.1231974236485 -31.4096499187647,-64.123277842675 -31.4101699618026,-64.1233314553593 -31.4103629674662,-64.1234654870701 -31.4103951350768,-64.1235619899019 -31.4102664646344,-64.1236102413177 -31.4100573751656,-64.1234815708754 -31.4100949040446,-64.1234118743858 -31.4098536469651,-64.1234118743858 -31.4096767251069,-64.1235834349756 -31.4096177511541)))","107",Córdoba,Capital,Córdoba Capital,Sin datos
"MULTIPOLYGON (((-58.6123804359684 -28.2632905298644,-58.6128472417047 -28.2625759291259,-58.613648195247 -28.2617549517451,-58.613648195247 -28.2610741412342,-58.6139060021684 -28.2604784320372,-58.6141362763118 -28.2603683009251,-58.6143164908588 -28.2600979791046,-58.6150924146028 -28.2588227108866,-58.6162112465821 -28.2583508991906,-58.6180934874064 -28.2578302793882,-58.6185340118546 -28.2568691351375,-58.6178131536666 -28.2556677048242,-58.6168119617388 -28.2549468466361,-58.6156105314254 -28.2536653209686,-58.6148496255603 -28.252383795301,-58.612927337059 -28.251662937113,-58.6123266219023 -28.251662937113,-58.6108849055263 -28.251662937113,-58.6094031414732 -28.2520634138841,-58.6092829984418 -28.2532247965203,-58.6092829984418 -28.2547866559277,-58.609363093796 -28.2563084676579,-58.6114055253287 -28.2572295642315,-58.6121263835167 -28.257750184034,-58.6120462881625 -28.2589115666702,-58.6116858590685 -28.2595122818269,-58.6114455730058 -28.2600729493064,-58.6117659544227 -28.2613945226511,-58.6115043930316 -28.2623844511697,-58.6114092797984 -28.2627749160215,-58.6112090414129 -28.263655964918,-58.6120500426322 -28.2636609708776,-58.6123804359684 -28.2632905298644)))","120",Corrientes,Saladas,Saladas,Laguna
"MULTIPOLYGON (((-69.1616181333244 -33.391657503677,-69.1615524679784 -33.3916425797347,-69.1615047113631 -33.3916545188885,-69.1614569547478 -33.3916843667731,-69.1614569547478 -33.3917351081769,-69.161477848267 -33.3917768952153,-69.1615196353054 -33.3918694236574,-69.1616032093822 -33.3918873323882,-69.161686783459 -33.3918604692921,-69.1617584183819 -33.3918425605613,-69.1618181141511 -33.3918037583114,-69.1617942358434 -33.3917171994461,-69.1617046921897 -33.3916604884654,-69.1616181333244 -33.391657503677)))","121",Mendoza,Tupungato,Tupungato,Sin datos
"MULTIPOLYGON (((-69.1606963214364 -33.3919116745839,-69.1606395203289 -33.3918961833728,-69.1605672280102 -33.3919013471098,-69.1603710060025 -33.3919323295321,-69.1601592927836 -33.3919684756914,-69.1600611817797 -33.392035604273,-69.1600715092538 -33.3921595339621,-69.1601489653095 -33.392252481229,-69.1602522400504 -33.3924383757627,-69.1603658422654 -33.3925674691888,-69.1604949356916 -33.3925416505036,-69.1606085379066 -33.3924848493961,-69.1607169763846 -33.3924022296033,-69.1608512335478 -33.3923092823365,-69.1608822159701 -33.3922111713326,-69.1608615610219 -33.3920665866953,-69.1607789412291 -33.3919581482173,-69.1606963214364 -33.3919116745839)))","122",Mendoza,Tupungato,Tupungato,Laguna
"MULTIPOLYGON (((-71.548640280962 -41.9600557973092,-71.5484285536209 -41.9595777417348,-71.5481572980937 -41.9591437328912,-71.5479728443352 -41.9588290764797,-71.5478643421243 -41.9585903716157,-71.5477232892501 -41.9583625169728,-71.547462883944 -41.9581238121089,-71.5473109808488 -41.9580370103402,-71.5471048266481 -41.9576789530443,-71.5469582006335 -41.9574775781076,-71.5469529235528 -41.957646402381,-71.5470759620205 -41.9580836992808,-71.5473543817331 -41.958753124932,-71.5475171350494 -41.9591762835545,-71.5476473377025 -41.9593064862076,-71.5479261428118 -41.9595666392819,-71.5479185932297 -41.9598164465987,-71.5479836945563 -41.9599900501362,-71.5480813465461 -41.9600443012416,-71.5484240278602 -41.9602372984152,-71.5484240278602 -41.9602372984152,-71.548640280962 -41.9600557973092)))","123",Río Negro,Bariloche,El Bolsón,Humedal
"MULTIPOLYGON (((-60.6038568913937 -33.0134529013721,-60.602428336714 -33.013196010365,-60.6019853683954 -33.013760955467,-60.601571289315 -33.0142424427698,-60.6014204232934 -33.0144093583681,-60.6013144960868 -33.0145217054055,-60.6013016564254 -33.0147207201573,-60.6037315623471 -33.0147945482104,-60.6038278598076 -33.0145120756594,-60.60389526803 -33.0138476231815,-60.6039241572682 -33.0135908299533,-60.6039337870142 -33.0134945324927,-60.6038568913937 -33.0134529013721)))","124",Santa Fe,Rosario,Villa Gobernador Gálvez,Sin datos
"MULTIPOLYGON (((-60.6089676590228 -33.0060638372366,-60.6086031813552 -33.0059566379226,-60.6081529442363 -33.0059780777854,-60.6074454287638 -33.0063854351787,-60.6072179438059 -33.0067770909489,-60.607150852136 -33.0069448201236,-60.6073633090906 -33.0071535497632,-60.6076391304 -33.0074181891276,-60.6078664966146 -33.0074740988525,-60.608160954499 -33.0075113720025,-60.6085374133133 -33.0074927354275,-60.6094431508564 -33.0075411905224,-60.6095885161411 -33.0075113720025,-60.6096966082759 -33.0073920979227,-60.6097935184657 -33.007250459953,-60.6097525180008 -33.0070603668884,-60.6094319689115 -33.006758454374,-60.6091375110271 -33.0065422701044,-60.609148692972 -33.0064416325996,-60.6090927832471 -33.0062888126849,-60.6090778739872 -33.0061136288803,-60.6089676590228 -33.0060638372366)))","125",Santa Fe,Rosario,Villa Gobernador Gálvez,Laguna
"MULTIPOLYGON (((-60.7561095601562 -31.5671000711235,-60.7549978637803 -31.5677328260513,-60.7539775430569 -31.5684555532304,-60.7529572223335 -31.5689657135921,-60.752106955064 -31.5696459274077,-60.7508315541597 -31.5704111679503,-60.7486186468798 -31.5715946190894,-60.7491965173325 -31.5722152947608,-60.7507040140693 -31.5715590287641,-60.7520644669869 -31.5710809564647,-60.7524895753352 -31.5714314886737,-60.7527871688796 -31.5727494029414,-60.752021928337 -31.5747475310248,-60.7512566877944 -31.5748750711152,-60.7508315541597 -31.5751726646596,-60.7473879717181 -31.5762354987465,-60.747643051899 -31.5768731991986,-60.7478131053529 -31.5773833595603,-60.7478909581615 -31.5778227784135,-60.748040776427 -31.5781652201633,-60.7488754781921 -31.5778869862416,-60.7500238002536 -31.5776384397412,-60.7504378686755 -31.5775659471011,-60.7508740675232 -31.5775534130142,-60.752021928337 -31.5772133061064,-60.7527871688796 -31.5769582259256,-60.75291470897 -31.5755127715674,-60.7535949227856 -31.5737697236649,-60.7544451900551 -31.5722817559432,-60.7557631043229 -31.5702411144964,-60.7563157780481 -31.5688381735016,-60.7563582914116 -31.5680304195956,-60.7565708582289 -31.5677328260513,-60.7566232227809 -31.5671428763422,-60.7561095601562 -31.5671000711235)))","126",Santa Fe,La Capital,Santa Fe,Sin datos
"MULTIPOLYGON (((-60.7213763989429 -31.5647033662754,-60.7208371885761 -31.5646703533958,-60.7193736175807 -31.5649344564326,-60.7194286390467 -31.5650885165374,-60.720000862293 -31.5653306109877,-60.720275969623 -31.5652645852285,-60.7204080211414 -31.5657267655429,-60.7203199867958 -31.5660348857525,-60.7194066304603 -31.5662439673232,-60.7194066304603 -31.5663760188416,-60.7198688107746 -31.5664860617736,-60.7198688107746 -31.5666951433444,-60.7195496862719 -31.566673134758,-60.7198137893086 -31.5670912978996,-60.7201549223978 -31.5670472807268,-60.720386012555 -31.5668271948628,-60.7208702014557 -31.5665851004124,-60.7212113345449 -31.5665851004124,-60.7217065277388 -31.5666621304648,-60.7219596264824 -31.5664090317212,-60.7213763989429 -31.5647033662754)))","127",Santa Fe,La Capital,Recreo,Sin datos
"MULTIPOLYGON (((-60.7167664692705 -31.5682895245537,-60.7157023134461 -31.5685961457235,-60.7157383865249 -31.5687163893195,-60.7157864839633 -31.5688727059942,-60.7158466057613 -31.5690410470286,-60.7158826788401 -31.5691432540852,-60.7160089346159 -31.5691612906246,-60.7160931051331 -31.5691913515236,-60.716213348729 -31.569239448962,-60.7163516288644 -31.5691913515236,-60.7163997263028 -31.5690169983094,-60.7165019333594 -31.5688546694548,-60.716694323113 -31.5688125841963,-60.7169528468443 -31.568878718174,-60.7169889199231 -31.5686562675215,-60.7168987372261 -31.5684217925093,-60.7167664692705 -31.5682895245537)))","128",Santa Fe,La Capital,Santa Fe,Sin datos
"MULTIPOLYGON (((-60.807515722895 -31.6609541852042,-60.8073777312652 -31.6608713902263,-60.8071615443784 -31.6609127877153,-60.8069269586076 -31.6610277807402,-60.8069131594446 -31.6612531670689,-60.8070281524695 -31.6617039397265,-60.8071109474474 -31.6619753232652,-60.8071845429834 -31.6621225143371,-60.8073363337762 -31.6621041154531,-60.8076215164779 -31.6619431252183,-60.8076951120139 -31.6617867347044,-60.8077319097818 -31.6616441433536,-60.807515722895 -31.6609541852042)))","129",Santa Fe,La Capital,Santo Tomé,Sin datos
