WKT,id,id_punto,provincia,departamen,localidad
"MULTIPOINT ((-65.7795054093003 -28.4301758411626))","1","95014",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7792140543461 -28.430263703786))","2","95015",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7776986062527 -28.4278386096366))","3","95012",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7778652384877 -28.4283295298377))","4","95013",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7785646244884 -28.4303150060894))","5","95016",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.749936401844 -28.4844751748324))","6","142926",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7477131858468 -28.4826557447343))","7","142925",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7509224489331 -28.4834888436829))","8","142924",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7536871358752 -28.4841860838066))","9","142923",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7629306226292 -28.4288658986966))","10","97088",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7635846283164 -28.4296606972748))","11","97087",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7637890050937 -28.4304373290284))","12","97086",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7584366574883 -28.4724169612879))","13","100438",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7609046250582 -28.4710370574096))","14","100435",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7621575519443 -28.4734266787636))","15","100436",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7602924108505 -28.4733677346345))","16","100437",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7754364982247 -28.5010864123161))","17","142839",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.782432498066 -28.5123049457258))","18","102360",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7825364434457 -28.5122869143844))","19","102361",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7803047997833 -28.5112220045759))","20","102358",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7781558881577 -28.5127302732489))","21","102357",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7839163713948 -28.5102790714885))","22","102359",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7817792519927 -28.5123659359019))","23","101901",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7808998227119 -28.5137355775599))","24","101899",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7825202122331 -28.5120456923207))","25","101902",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7823445275426 -28.5134374338049))","26","101900",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7762775562198 -28.5026101374021))","27","142814",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7754752669138 -28.5006953525849))","28","142815",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.6916714459658 -28.4524042330721))","29","142995",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.69489646703 -28.4516319087688))","30","142996",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.6919577717781 -28.4499531156824))","31","142997",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.6903739273548 -28.4505574253071))","32","142998",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7094390690327 -28.4645478487305))","33","101094",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7103513553739 -28.4642283443097))","34","101093",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7101594549107 -28.4648079714285))","35","101092",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7090855558036 -28.4650527107142))","36","101095",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7082434743643 -28.4652879516626))","37","101096",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7083232700825 -28.4647815815187))","38","101091",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7359379529953 -28.4599453001871))","39","101077",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7375979050994 -28.459198675117))","40","101078",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7382409647107 -28.4599562062387))","41","101079",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7338910922408 -28.4569637792951))","42","101075",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7338910922408 -28.4565794031072))","43","101076",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7745111361146 -28.4956559953934))","44","142855",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7745289057493 -28.4943418101852))","45","142857",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-66.3310373201966 -27.5819590810663))","46","142786",Catamarca,Andalgalá,Andalgalá
"MULTIPOINT ((-66.3325091823936 -27.5812681544577))","47","142788",Catamarca,Andalgalá,Andalgalá
"MULTIPOINT ((-66.32897939533 -27.5816850883255))","48","142785",Catamarca,Andalgalá,Andalgalá
"MULTIPOINT ((-66.3356295973063 -27.5815573040584))","49","142787",Catamarca,Andalgalá,Andalgalá
"MULTIPOINT ((-65.9588680788875 -28.7408100324403))","50","602",Catamarca,Capayán,Huillapima
"MULTIPOINT ((-65.9592083841562 -28.7413738680892))","51","600",Catamarca,Capayán,Huillapima
"MULTIPOINT ((-65.959094054997 -28.7409843573428))","52","601",Catamarca,Capayán,Huillapima
"MULTIPOINT ((-65.7794075086713 -28.4374531547956))","53","6470",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7798876240849 -28.4386507103675))","54","6469",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.7801950722933 -28.4388013620165))","55","6468",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-65.0471988 -29.283173))","56","142998",Catamarca,La Paz,Recreo
"MULTIPOINT ((-65.7365818 -28.4793092))","57","142998",Catamarca,Valle Viejo,San Isidro
"MULTIPOINT ((-65.7797264 -28.4304569))","58","142998",Catamarca,Capital,San Fernando Del Valle De Catamarca
"MULTIPOINT ((-58.9464891677754 -27.512123388791))","59","127546",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9629645645618 -27.4621537563892))","60","143246",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9629712700844 -27.4621995707255))","61","142496",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9350930289578 -27.5094983378397))","62","125299",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9370235800743 -27.5103220665892))","63","125326",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-59.0349570661783 -27.4028629899986))","64","112259",Chaco,San Fernando,Fontana
"MULTIPOINT ((-58.9683209359646 -27.4987149752784))","65","92787",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9667505025864 -27.4951791652169))","66","106912",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0159321576357 -27.465015628378))","67","102759",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0043188257493 -27.4750863370837))","68","129369",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9983050152659 -27.4871896423396))","69","139140",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9345975220203 -27.5216231653709))","70","118337",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.931581042707 -27.5244382981523))","71","118339",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9332440122962 -27.5230521486226))","72","118340",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9302375912666 -27.5255384043885))","73","118338",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9331648871303 -27.5268638691189))","74","117978",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9428385998911 -27.5197799057489))","75","119728",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.941807747345 -27.5202953532959))","76","119730",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9412706957618 -27.5212771376612))","77","119731",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9421067615189 -27.5197470804985))","78","119729",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9469180046687 -27.5122590851508))","79","118354",Chaco,San Fernando,Puerto Vilelas
"MULTIPOINT ((-58.9744816347957 -27.4335446394403))","80","114569",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.999074138701 -27.4241647425407))","81","112273",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9984703063965 -27.4247465454949))","82","112272",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9347792416811 -27.4946905251191))","83","126231",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9180710911751 -27.478557641371))","84","100625",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.994911685586 -27.4055677532784))","85","141473",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9937566593289 -27.4063910454333))","86","141474",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9479441940785 -27.4935904077946))","87","127582",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9859641429117 -27.3988435655414))","88","141946",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.91965392977 -27.4812070097828))","89","133383",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9221271177894 -27.4791929675654))","90","133384",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9209852404737 -27.4801583031776))","91","133382",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9210040867329 -27.4824253349771))","92","132967",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9774904027581 -27.4307001032555))","93","140522",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9215894171838 -27.4833120637361))","94","133636",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9722896397848 -27.4255571546306))","95","140669",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0164893865585 -27.4672836537772))","96","110538",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0040373129418 -27.4746410041048))","97","129507",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0046259760857 -27.4745101448285))","98","129509",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0043399364763 -27.4750943167243))","99","129508",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0044744312763 -27.4743691475603))","100","129506",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9751288161851 -27.4373973802396))","101","123956",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0408961474895 -27.4255643380194))","102","117719",Chaco,San Fernando,Fontana
"MULTIPOINT ((-59.0421725437045 -27.4265285397655))","103","117720",Chaco,San Fernando,Fontana
"MULTIPOINT ((-59.0430466085672 -27.425040272983))","104","117722",Chaco,San Fernando,Fontana
"MULTIPOINT ((-59.0414329245687 -27.4258970480919))","105","117721",Chaco,San Fernando,Fontana
"MULTIPOINT ((-58.96094036599 -27.435816341381))","106","139974",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9284834265709 -27.469020339472))","107","138585",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9105115309033 -27.4679563002179))","108","102478",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9633219689131 -27.5070498061877))","109","139478",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9916856586933 -27.4260809607428))","110","112288",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9607408182042 -27.4359893943197))","111","139982",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0307456627488 -27.4335178578744))","112","113059",Chaco,San Fernando,Fontana
"MULTIPOINT ((-58.9631124776783 -27.4623402001272))","113","141467",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9629700292442 -27.4621844709255))","114","141468",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.962966503662 -27.4620312484819))","115","141466",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0072193369269 -27.480810813237))","116","98998",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0081245824695 -27.4800323959032))","117","98999",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.964194022119 -27.4502220436766))","118","114954",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0045092999935 -27.5186111194603))","119","97339",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9620233976422 -27.4921848340345))","120","140494",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9625937491655 -27.4891434306087))","121","140491",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9707252010703 -27.488316591882))","122","140948",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.962855444069 -27.4887977301576))","123","140492",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9618692174554 -27.4908179087236))","124","140490",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9609789578004 -27.4914065792696))","125","140493",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9837225154042 -27.417958455218))","126","114590",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0195701400351 -27.4614778272201))","127","130632",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9381997045694 -27.4774741275094))","128","140452",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9381782710552 -27.47725568858))","129","140450",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.938320428133 -27.4774469519715))","130","140451",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9380863222912 -27.4773398228201))","131","140453",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.991589769721 -27.4026123637047))","132","141929",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9207868615447 -27.4691746466784))","133","133394",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9184864982963 -27.4667550271594))","134","133396",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9861730486155 -27.4909208154291))","135","95286",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.987921513617 -27.4892567486699))","136","95287",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.004957228899 -27.4307774741811))","137","97348",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0035658329725 -27.4317538310865))","138","97349",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0466122701764 -27.4569801838705))","139","108833",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9659562334418 -27.461786051026))","140","124592",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0208084136248 -27.4286661212022))","141","143140",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0205301344395 -27.4286702874071))","142","143141",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9642208442092 -27.5031020888097))","143","105770",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9701971411705 -27.4957826015169))","144","107880",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0246731364117 -27.4617229452234))","145","143743",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0231871977448 -27.4616286751358))","146","130381",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0235308557749 -27.4612942878104))","147","130380",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0236730128527 -27.4617039418939))","148","130382",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0250874359127 -27.4614678708151))","149","143744",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9790893346071 -27.4689278240177))","150","117578",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0392070588258 -27.4327744971073))","151","146569",Chaco,San Fernando,Fontana
"MULTIPOINT ((-59.0393229864148 -27.4328633411094))","152","146572",Chaco,San Fernando,Fontana
"MULTIPOINT ((-59.0395615477505 -27.432751304948))","153","146570",Chaco,San Fernando,Fontana
"MULTIPOINT ((-59.0393998135894 -27.4327849380682))","154","146571",Chaco,San Fernando,Fontana
"MULTIPOINT ((-58.9594069495797 -27.4727619444306))","155","116168",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9564776154853 -27.4713646193093))","156","145202",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.956674301796 -27.4713651505906))","157","145203",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.956489049131 -27.471507951274))","158","145204",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.956425413102 -27.4714061336276))","159","145205",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9510600218614 -27.4751720644486))","160","142521",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0432699024677 -27.4103859790519))","161","112252",Chaco,San Fernando,Fontana
"MULTIPOINT ((-58.9739133417606 -27.4955705515824))","162","109669",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9898647740483 -27.4383378399372))","163","94546",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9648984457579 -27.4640596612806))","164","123942",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9815117046237 -27.4836243132409))","165","98010",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.980931006372 -27.4831272935697))","166","98011",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9337276557552 -27.4693816956347))","167","101708",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-59.019611813128 -27.4299481145496))","168","99842",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0046283230185 -27.4261315515478))","169","98542",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9319002366005 -27.5046839814317))","170","126214",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9324987394904 -27.502140180934))","171","126215",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9831768667341 -27.4262289343159))","172","140668",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9827874302864 -27.4258952625307))","173","140666",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9830194413662 -27.4260678666484))","174","140667",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0233338177079 -27.459276503437))","175","130618",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0228869636288 -27.4596279307723))","176","130617",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.022544711942 -27.4598958597067))","177","130616",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0237393813689 -27.4589351693151))","178","130619",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9147254880129 -27.4749708037962))","179","132981",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9144373921861 -27.4745677474332))","180","132982",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9142192863939 -27.474225902901))","181","132983",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-58.9643945172429 -27.4770453877026))","182","117585",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9923971146345 -27.3965644181834))","183","114614",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0018951520324 -27.4870278413001))","184","139149",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9831334352493 -27.4805053363988))","185","96445",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-60.4430098279631 -26.8188584193785))","186","128485",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4599161954719 -26.8156393691901))","187","128479",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4594268832656 -26.8129972484639))","188","128474",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4332461565335 -26.7617290331723))","189","127703",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4371619879907 -26.7560918999177))","190","128198",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.437328624768 -26.7562963076979))","191","128199",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4370820023375 -26.75647183177))","192","128197",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4526986554265 -26.7843238794494))","193","119907",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4582668615091 -26.778391590636))","194","119911",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4187083325956 -26.7872118689828))","195","127935",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4114132731577 -26.7729910909626))","196","127715",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-61.1732620373368 -27.1988064953422))","197","152903",Chaco,Chacabuco,Charata
"MULTIPOINT ((-59.3395839259028 -26.551577237177))","198","152616",Chaco,Libertador General San Martín,General José de San Martín
"MULTIPOINT ((-60.4384254923826 -26.329886295396))","199","128829",Chaco,Maipú,Tres Isletas
"MULTIPOINT ((-60.4111470442382 -26.3455151724097))","200","128810",Chaco,Maipú,Tres Isletas
"MULTIPOINT ((-60.6181901667902 -25.9607927870732))","201","132934",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6163262473465 -25.9599971109739))","202","132932",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6172292984212 -25.9604100916483))","203","132933",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6332608412086 -25.9302981872038))","204","132586",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-58.7015848260927 -27.0446015838768))","205","119861",Chaco,Bermejo,La Leonesa
"MULTIPOINT ((-61.0674053679463 -27.0929176929918))","206","143630",Chaco,9 de Julio,Las Breñas
"MULTIPOINT ((-61.0703247613907 -27.0730964054166))","207","143625",Chaco,9 de Julio,Las Breñas
"MULTIPOINT ((-60.7426356688674 -27.5852938896114))","208","143109",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7436418491187 -27.58576750577))","209","143110",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7384076791249 -27.5867147380874))","210","143101",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7107915884313 -27.589019805572))","211","143132",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7067221483041 -27.5928758135247))","212","143133",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.710779392307 -27.5898694688953))","213","143131",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7108037845556 -27.5913370691809))","214","143127",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.4441517964005 -26.7587924676341))","215","128728",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4437630261967 -26.7587514228838))","216","128727",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4445317771961 -26.7585536805747))","217","128726",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.4196372842847 -26.7687815476971))","218","127699",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña
"MULTIPOINT ((-60.6041907089897 -25.9311401390959))","219","133222",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6047030013613 -25.9313751206605))","220","133221",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6041907089897 -25.9311401390959))","221","133223",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6099870800972 -25.9343858718332))","222","133241",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6099411472678 -25.9343713992418))","223","133240",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6100092083216 -25.934330092044))","224","133239",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6149354204535 -25.9337430458502))","225","133266",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-60.6157783046365 -25.9341256664286))","226","133265",Chaco,General Güemes,Juan José Castelli
"MULTIPOINT ((-61.4168361201882 -26.3978308061657))","227","1750",Chaco,Almirante Brown,Los Frentones
"MULTIPOINT ((-61.4163157716393 -26.3979755585862))","228","1751",Chaco,Almirante Brown,Los Frentones
"MULTIPOINT ((-61.4159281924367 -26.3981890830909))","229","1747",Chaco,Almirante Brown,Los Frentones
"MULTIPOINT ((-61.4147386327386 -26.3986903085411))","230","1749",Chaco,Almirante Brown,Los Frentones
"MULTIPOINT ((-61.4151174947619 -26.3984554626156))","231","1748",Chaco,Almirante Brown,Los Frentones
"MULTIPOINT ((-61.6876765340567 -24.4314232489597))","232","282",Chaco,General Güemes,El Sauzalito
"MULTIPOINT ((-61.6875313594937 -24.4313096942407))","233","281",Chaco,General Güemes,El Sauzalito
"MULTIPOINT ((-60.8505245670676 -26.7945144260006))","234","79",Chaco,Independencia,Campo Largo
"MULTIPOINT ((-59.04231403023 -27.4248057672094))","235","1341",Chaco,San Fernando,Fontana
"MULTIPOINT ((-59.5111474022269 -26.9364297798926))","236","844",Chaco,Sargento Cabral,Colonia Elisa
"MULTIPOINT ((-60.7258048 -26.6786282))","237","143133",Chaco,Independencia,Avia Terai
"MULTIPOINT ((-58.9099359 -27.4708128))","238","152903",Chaco,San Fernando,Barranqueras
"MULTIPOINT ((-61.6985287 -24.4332214))","239","152903",Chaco,General Güemes,El Sauzalito
"MULTIPOINT ((-59.0184948 -27.4106727))","240","152903",Chaco,San Fernando,Fontana
"MULTIPOINT ((-60.6238941 -26.7289327))","241","152903",Chaco,Independencia,Napenay
"MULTIPOINT ((-59.0226963 -27.4659142))","242","152903",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-59.0243377 -27.4630978))","243","152904",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-63.279175 -25.618844))","244","152904",Chaco,Almirante Brown,Taco Pozo
"MULTIPOINT ((-60.744187 -27.5714299))","245","152905",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7375896 -27.5700272))","246","152905",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7362838 -27.5694776))","247","152905",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-60.7120414 -27.5909022))","248","152905",Chaco,Mayor Luis J. Fontana,Villa Ángela
"MULTIPOINT ((-58.9920829 -27.4872438))","249","152906",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-58.9989636 -27.4894413))","250","152907",Chaco,San Fernando,Resistencia
"MULTIPOINT ((-60.6989226 -27.2740745))","251","152907",Chaco,O'Higgins,San Bernardo
"MULTIPOINT ((-61.1209285 -27.829847))","252","152908",Chaco,Fray Justo Santa María de Oro,Santa Sylvina
"MULTIPOINT ((-58.2348474115133 -26.2043010897083))","253","106453",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.2354046404362 -26.2040760774787))","254","106454",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.2757423818111 -26.2761981747242))","255","101247",Formosa,Formosa,Villa del Carmen
