WKT,id,id_punto,provincia,departamen,localidad
"MULTIPOINT ((-71.5313021466136 -41.9922631485208))","3485","113812",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-71.531464420259 -41.9920159525425))","3486","113810",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-71.5317691862583 -41.9923015236168))","3487","113811",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-62.9850945621729 -40.8270333395167))","3488","111155",Río Negro,Adolfo Alsina,Viedma
"MULTIPOINT ((-71.5602244687473 -41.9791849724838))","3489","148109",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-67.0882406830788 -39.0887772767543))","3490","141442",Río Negro,General Roca,Villa Regina
"MULTIPOINT ((-67.0879369229078 -39.0884928434287))","3491","141444",Río Negro,General Roca,Villa Regina
"MULTIPOINT ((-67.0874031633139 -39.0880866196454))","3492","141445",Río Negro,General Roca,Villa Regina
"MULTIPOINT ((-67.0887747779489 -39.0885987578935))","3493","141440",Río Negro,General Roca,Villa Regina
"MULTIPOINT ((-67.0876858010888 -39.0882654000356))","3494","141446",Río Negro,General Roca,Villa Regina
"MULTIPOINT ((-64.9792552739382 -40.7400009447033))","3495","151761",Río Negro,San Antonio,San Antonio Oeste
"MULTIPOINT ((-64.9801770232458 -40.7402253725077))","3496","151763",Río Negro,San Antonio,San Antonio Oeste
"MULTIPOINT ((-64.9802725017071 -40.7400309204305))","3497","151760",Río Negro,San Antonio,San Antonio Oeste
"MULTIPOINT ((-64.9789206683636 -40.7406324643717))","3498","151762",Río Negro,San Antonio,San Antonio Oeste
"MULTIPOINT ((-71.5382497385144 -41.9902484234868))","3499","114499",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-71.5382859483361 -41.990123824916))","3500","114498",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-67.5719386255655 -39.0092363153787))","3501","108093",Río Negro,General Roca,General Roca
"MULTIPOINT ((-67.5707562020856 -39.0097294507111))","3502","108092",Río Negro,General Roca,General Roca
"MULTIPOINT ((-71.5437131922564 -41.9871005584119))","3503","148495",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-71.5433447506862 -41.9849336016696))","3504","148494",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-71.5435504503393 -41.9858696073513))","3505","148496",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-71.3091593949807 -41.1543352829089))","3506","150412",Río Negro,Bariloche,San Carlos De Bariloche
"MULTIPOINT ((-71.2970976904035 -41.1508235552484))","3507","94164",Río Negro,Bariloche,San Carlos De Bariloche
"MULTIPOINT ((-71.3087720051408 -41.1711469159996))","3508","119968",Río Negro,Bariloche,San Carlos De Bariloche
"MULTIPOINT ((-71.293438822031 -41.1556440293674))","3509","109049",Río Negro,Bariloche,San Carlos De Bariloche
"MULTIPOINT ((-71.5406687557697 -41.9515702929395))","3510","114419",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-63.0283351242542 -40.8206842187016))","3511","2608",Río Negro,Adolfo Alsina,Viedma
"MULTIPOINT ((-65.3714210540056 -41.5977689568919))","3512","6078",Río Negro,San Antonio,Sierra Grande
"MULTIPOINT ((-65.3701822087169 -41.5966366615014))","3513","6080",Río Negro,San Antonio,Sierra Grande
"MULTIPOINT ((-65.3691361472011 -41.5984747509874))","3514","6079",Río Negro,San Antonio,Sierra Grande
"MULTIPOINT ((-71.5281073836851 -41.9867576378198))","3515","161729",Río Negro,Bariloche,El Bolsón
"MULTIPOINT ((-67.7937152981758 -39.0351422385744))","3516","6403",Río Negro,General Roca,Allen
"MULTIPOINT ((-67.7939976006746 -39.0348721731594))","3517","6405",Río Negro,General Roca,Allen
"MULTIPOINT ((-67.7934246137738 -39.0353393830713))","3518","6404",Río Negro,General Roca,Allen
"MULTIPOINT ((-68.0675198882818 -38.9035598555178))","3519","7435",Río Negro,General Roca,Cipolletti
"MULTIPOINT ((-68.4620109248109 -31.5102636080186))","3520","128517",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.4620775282383 -31.5092376870807))","3521","128523",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.4628498900828 -31.5100959785052))","3522","128522",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.4669555866035 -31.5087295935448))","3523","128521",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.46512883376 -31.5089356551906))","3524","128520",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.4639954947085 -31.5099774112884))","3525","128516",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.4634347259998 -31.5091279238249))","3526","128519",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.4609102939571 -31.5093600440562))","3527","128518",San Juan,Santa Lucía,Colonia Richet Zapata
"MULTIPOINT ((-68.421881995942 -31.5355348820304))","3528","128533",San Juan,Santa Lucía,Alto de Sierra
"MULTIPOINT ((-68.4216814488173 -31.535700874432))","3529","128532",San Juan,Santa Lucía,Alto de Sierra
"MULTIPOINT ((-68.4211372956634 -31.53610551068))","3530","128534",San Juan,Santa Lucía,Alto de Sierra
"MULTIPOINT ((-68.2477512583137 -31.6590609696351))","3531","108365",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2489304244518 -31.6649816109598))","3532","108364",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2474803552032 -31.6580743972211))","3533","108366",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2355587920968 -31.6676916642362))","3534","93485",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2373996551714 -31.6762536720231))","3535","93488",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2366724176149 -31.6728056845649))","3536","93486",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2370354373595 -31.6745720901916))","3537","93487",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2853326946497 -31.6437837615382))","3538","95728",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2852495461702 -31.6434812059087))","3539","95727",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2855362072587 -31.6441999166352))","3540","95729",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2784642534507 -31.6396986812622))","3541","102579",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.278139680624 -31.6384931775623))","3542","102580",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2777545585612 -31.6368837868314))","3543","102581",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2772029191256 -31.6371772639639))","3544","102582",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2773843035102 -31.6377233275503))","3545","102583",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2776156440377 -31.6381643436317))","3546","102584",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2770654559135 -31.6387326661255))","3547","102578",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2777621597052 -31.6386253387884))","3548","102585",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2770681381226 -31.6368858194096))","3549","102577",San Juan,Caucete,Caucete
"MULTIPOINT ((-68.2191548869014 -31.6571017983689))","3550","94187",San Juan,Caucete,Pie De Palo
"MULTIPOINT ((-68.2192417234182 -31.657010759399))","3551","94184",San Juan,Caucete,Pie De Palo
"MULTIPOINT ((-68.2182415681751 -31.6574689962249))","3552","94185",San Juan,Caucete,Pie De Palo
"MULTIPOINT ((-68.2180669764771 -31.6572675442657))","3553","94186",San Juan,Caucete,Pie De Palo
"MULTIPOINT ((-68.2193449884653 -31.6571357595919))","3554","94183",San Juan,Caucete,Pie De Palo
"MULTIPOINT ((-68.2656754553318 -31.6081502133364))","3555","102858",San Juan,Caucete,Los Médanos
"MULTIPOINT ((-68.2645814493298 -31.6086016489497))","3556","102863",San Juan,Caucete,Los Médanos
"MULTIPOINT ((-68.2641419023275 -31.6089103142919))","3557","102862",San Juan,Caucete,Los Médanos
"MULTIPOINT ((-68.2627897337079 -31.6100056254155))","3558","102861",San Juan,Caucete,Los Médanos
"MULTIPOINT ((-68.2614821568132 -31.6106954706458))","3559","102860",San Juan,Caucete,Los Médanos
"MULTIPOINT ((-68.2640165090561 -31.609598739967))","3560","102859",San Juan,Caucete,Los Médanos
"MULTIPOINT ((-68.5316798463464 -31.5135106361367))","3561","145169",San Juan,Capital,San Juan
"MULTIPOINT ((-68.5323242470622 -31.5138953606071))","3562","129759",San Juan,Capital,San Juan
"MULTIPOINT ((-68.5321777313948 -31.5140734309068))","3563","129762",San Juan,Capital,San Juan
"MULTIPOINT ((-68.5327255725861 -31.5138879290945))","3564","129761",San Juan,Capital,San Juan
"MULTIPOINT ((-68.531670793891 -31.5141711836397))","3565","145177",San Juan,Capital,San Juan
"MULTIPOINT ((-68.5324778035283 -31.5138098981759))","3566","129760",San Juan,Capital,San Juan
"MULTIPOINT ((-68.5314354300499 -31.5147971416984))","3567","145160",San Juan,Capital,San Juan
"MULTIPOINT ((-68.4848887100816 -31.5815561951372))","3568","116162",San Juan,Rawson,Médano De Oro
"MULTIPOINT ((-68.4842064231634 -31.5817098587024))","3569","116161",San Juan,Rawson,Médano De Oro
"MULTIPOINT ((-68.4838557243347 -31.5817966870733))","3570","116160",San Juan,Rawson,Médano De Oro
"MULTIPOINT ((-68.5459669679403 -31.4185021592886))","3571","6230",San Juan,Albardón,Campo Afuera
"MULTIPOINT ((-68.5452625527978 -31.419248640219))","3572","6231",San Juan,Albardón,Campo Afuera
"MULTIPOINT ((-68.5443579778075 -31.4199891068096))","3573","6232",San Juan,Albardón,Campo Afuera
"MULTIPOINT ((-68.4161115065217 -32.0215348337539))","3574","162005",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4156387671828 -32.0214796866215))","3575","162004",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4191987290978 -32.0220027302526))","3576","162002",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4187906980515 -32.0222554388501))","3577","162003",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4481280297041 -32.0382144647098))","3578","5559",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4476975351572 -32.0352125713339))","3579","5558",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4474303200841 -32.033171841554))","3580","5557",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4470001608133 -32.0313749384891))","3581","5556",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4466182813048 -32.0291871713617))","3582","5555",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4460315480828 -32.02573075094))","3583","5554",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4458176419139 -32.023798111651))","3584","5553",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4452989697456 -32.0207206995203))","3585","5552",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4450679644942 -32.0184567770516))","3586","5551",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4187980741262 -31.976938966017))","3587","2288",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.419085405767 -31.9769028469853))","3588","2286",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.418641500175 -31.9769529017026))","3589","2289",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4189254790545 -31.9769500576853))","3590","2287",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.415108025074 -31.9804979007356))","3591","2300",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.41472748667 -31.9804896534038))","3592","2296",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4135057404637 -31.9801136880429))","3593","2299",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4138926491141 -31.9802391047982))","3594","2298",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4142114967108 -31.9803360822624))","3595","2297",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4313025325537 -31.9869942927911))","3596","2276",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4313142672181 -31.9877714743579))","3597","2275",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4312713518739 -31.9883859919673))","3598","2274",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4312428534031 -31.9888864752711))","3599","2273",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4314849227667 -31.9855687318807))","3600","2278",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4312458708882 -31.9862054453459))","3601","2277",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4323321655393 -31.984450846858))","3602","2271",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4319321811199 -31.9849729642749))","3603","2279",San Juan,Sarmiento,Villa Media Agua
"MULTIPOINT ((-68.4392733871937 -32.0008420957821))","3604","162006",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4389290586114 -31.9981432178217))","3605","162007",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4388167411089 -31.996329704635))","3606","162008",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4392328187823 -31.99915033054))","3607","162009",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4389692917466 -31.997190687145))","3608","162010",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-68.4387262165546 -31.995540368785))","3609","162011",San Juan,Sarmiento,Tres Esquinas
"MULTIPOINT ((-65.4407185729956 -33.706974540509))","3610","153381",San Luis,General Pedernera,Villa Mercedes
"MULTIPOINT ((-65.4405338378941 -33.7054568705979))","3611","153378",San Luis,General Pedernera,Villa Mercedes
"MULTIPOINT ((-65.4408109405464 -33.7063208624574))","3612","153380",San Luis,General Pedernera,Villa Mercedes
"MULTIPOINT ((-65.4412111267447 -33.705585709691))","3613","153379",San Luis,General Pedernera,Villa Mercedes
"MULTIPOINT ((-65.4514648765326 -33.7011795571747))","3614","153376",San Luis,General Pedernera,Villa Mercedes
"MULTIPOINT ((-65.4532089829445 -33.6999067877565))","3615","153375",San Luis,General Pedernera,Villa Mercedes
"MULTIPOINT ((-65.4551964998245 -33.6999067877565))","3616","153374",San Luis,General Pedernera,Villa Mercedes
"MULTIPOINT ((-66.3515696057191 -33.2825624961638))","3617","152646",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3525174558163 -33.2826089678859))","3618","152645",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3534260541201 -33.2833004211228))","3619","152644",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3498181477189 -33.2986214173028))","3620","161584",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3501394148313 -33.295851647306))","3621","152664",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3508186116815 -33.2959715157082))","3622","152663",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3496408485541 -33.2954722237054))","3623","152662",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3488086313009 -33.2984670100594))","3624","161586",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.3492733240128 -33.2985126877297))","3625","161585",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-66.2731109932065 -33.3008130739469))","3626","152989",San Luis,Juan Martín de Pueyrredón,Juana Koslay
"MULTIPOINT ((-66.2767701968551 -33.3013550247882))","3627","152988",San Luis,Juan Martín de Pueyrredón,Juana Koslay
"MULTIPOINT ((-66.2727086618543 -33.3005079098661))","3628","152987",San Luis,Juan Martín de Pueyrredón,Juana Koslay
"MULTIPOINT ((-66.2691228836775 -33.2986006802297))","3629","96310",San Luis,Juan Martín de Pueyrredón,Juana Koslay
"MULTIPOINT ((-65.7887932285666 -32.2317010664726))","3630","5904",San Luis,Ayacucho,Quines
"MULTIPOINT ((-65.7884646579623 -32.2307971985868))","3631","5905",San Luis,Ayacucho,Quines
"MULTIPOINT ((-66.3059358671308 -33.2999950972983))","3632","5918",San Luis,Juan Martín de Pueyrredón,San Luis
"MULTIPOINT ((-60.6942728161812 -32.9196499316493))","3633","121323",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6938194558735 -32.916182165638))","3634","123134",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6938520569501 -32.9156644599715))","3635","123133",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6938149752684 -32.9168118311227))","3636","123136",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.693832684073 -32.9164077792461))","3637","123135",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6358742764932 -33.0301466685901))","3638","112299",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6310166693302 -33.0305822324159))","3639","143330",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6345350704845 -33.0327417742949))","3640","143332",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6342128759746 -33.0327390834039))","3641","143333",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6326634675226 -33.0324668162305))","3642","143334",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6316356199944 -33.0315428155249))","3643","143329",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6350059214187 -33.0323665096405))","3644","143331",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6505202018331 -33.0394415101908))","3645","143529",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6490048689241 -33.0399934820414))","3646","143530",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6493117295043 -33.0389028809903))","3647","143531",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6510942801833 -33.0424671788148))","3648","143532",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6495997554763 -33.041390429567))","3649","143533",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6505400687456 -33.0413230135872))","3650","143534",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6505445443218 -33.0387695660719))","3651","143528",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6461496278644 -33.0376695110553))","3652","143535",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6423885506227 -33.0354287514989))","3653","143383",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6428177662233 -33.0356551880756))","3654","143382",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.7293565758897 -32.9716177208808))","3655","122382",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7316134606454 -32.9716869687583))","3656","122381",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7312628254295 -32.9719590405998))","3657","122380",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7250475598028 -32.9714495200909))","3658","122383",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7256516415447 -32.9714298931466))","3659","122384",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7323475434597 -32.9983505100361))","3660","147336",Santa Fe,Rosario,Pérez
"MULTIPOINT ((-60.7304613938046 -32.9980424569406))","3661","147337",Santa Fe,Rosario,Pérez
"MULTIPOINT ((-60.6297976492422 -33.0287377712373))","3662","143335",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.5869539331198 -33.0316826841386))","3663","146047",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.5874692610615 -33.0317583508876))","3664","146048",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6859284639359 -32.9601351126699))","3665","152255",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6898361609154 -32.8692877069201))","3666","140816",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.7447861843254 -32.895131918184))","3667","121629",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7378364737993 -32.8875040902138))","3668","121627",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7405637204647 -32.8869781862597))","3669","121628",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6395521089377 -33.0342022535584))","3670","143306",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6378196078109 -33.035376617017))","3671","112298",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6396037186945 -33.0342137671807))","3672","143384",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.7391275786334 -32.7701272611185))","3673","144733",Santa Fe,San Lorenzo,San Lorenzo
"MULTIPOINT ((-60.7410986211487 -32.7692503096941))","3674","144735",Santa Fe,San Lorenzo,San Lorenzo
"MULTIPOINT ((-60.7400328898019 -32.7694943700527))","3675","144734",Santa Fe,San Lorenzo,San Lorenzo
"MULTIPOINT ((-60.6481523099247 -33.0260465087361))","3676","114315",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6213393354717 -33.0390814246466))","3677","118092",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6198266253099 -33.0414387313154))","3678","118091",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.597034988533 -33.0296977459783))","3679","118083",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.5945110693574 -33.0414262971826))","3680","153511",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.5930843836165 -33.0417178992548))","3681","153512",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6836998835206 -33.0288598968188))","3682","93091",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6890907883644 -33.0289931353718))","3683","93090",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.690704472363 -33.0305686519321))","3684","108392",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6892570853234 -33.0334402078754))","3685","108394",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6907145306468 -33.0263249528123))","3686","108393",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6931360793279 -32.955268541568))","3687","142984",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7161487880133 -32.8454432049232))","3688","138203",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.7155655324459 -32.8453713031996))","3689","138202",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.7158245601543 -32.8451190373601))","3690","138201",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.7396075644708 -32.9605172580368))","3691","124310",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7405002780535 -32.9590826288848))","3692","124311",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6037998998068 -33.0150301211233))","3693","153005",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6043010659113 -33.0114734584466))","3694","153003",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6019139957045 -33.0123584478184))","3695","153004",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.610480220755 -33.0351371916241))","3696","117266",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6105999334515 -33.0342243823135))","3697","117265",Santa Fe,Rosario,Villa Gobernador Gálvez
"MULTIPOINT ((-60.6556636430931 -33.0097752664417))","3698","137213",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6559400452437 -33.0091238008728))","3699","137212",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6558523902228 -33.0105944573343))","3700","137214",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7229218259454 -32.9285838640049))","3701","127457",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7228644937277 -32.9297179535759))","3702","127456",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7093703395151 -32.9798240300796))","3703","125541",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7092208989868 -32.9787353344415))","3704","125543",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7030659857573 -32.9797924477481))","3705","125542",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7074942777329 -32.9799329011035))","3706","125540",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7062523054016 -32.9798759775978))","3707","125539",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.706222743426 -32.9786489593591))","3708","105044",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7062435231265 -32.97787179856))","3709","105045",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6992277180032 -32.9124103742737))","3710","129930",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6981866621055 -32.9128234150127))","3711","129931",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7450763990802 -32.9883731631857))","3712","147324",Santa Fe,Rosario,Pérez
"MULTIPOINT ((-60.748454929555 -33.0024921642537))","3713","120261",Santa Fe,Rosario,Pérez
"MULTIPOINT ((-60.7024450052992 -32.9812378197742))","3714","125116",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7016985118389 -32.9811852267784))","3715","125117",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.6999270652936 -32.9811139721355))","3716","125118",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7027604209579 -32.9812280446581))","3717","125057",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7028661500316 -32.9826091773707))","3718","125059",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7019829150246 -32.9811879294869))","3719","125058",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7190045804222 -32.9583964584791))","3720","109306",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7264636334313 -32.9610915691419))","3721","93229",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7269738045098 -32.958195908469))","3722","93227",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7278182256052 -32.9611478638816))","3723","93228",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7209854515751 -32.9571966768394))","3724","108435",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7247959221114 -32.8610450305899))","3725","134311",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.7254683253615 -32.8609391758336))","3726","134309",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.725234314744 -32.8608684152931))","3727","134310",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.7255612355764 -32.858816675111))","3728","134313",Santa Fe,Rosario,Granadero Baigorria
"MULTIPOINT ((-60.7531529171232 -32.9195781497726))","3729","106269",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7491585132055 -32.9196501800072))","3730","106268",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7503077228572 -32.9150828083145))","3731","106272",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7520921082139 -32.918229219925))","3732","106271",Santa Fe,Rosario,Rosario
"MULTIPOINT ((-60.7064057886601 -32.9742356555913))","3733","104991",Santa Fe,Rosario,Rosario
